enzyme	gtpred_enzyme	length	identity	gaps	score
Lu_71Q2	UGT72E3	464	32.5	6.5	508.0
Lu_71Q2	UGT72E1	472	30.3	4.7	512.0
Lu_71Q2	UGT72D1	466	33.9	4.3	598.0
Lu_71Q2	UGT72C1	457	33.7	5.7	504.0
Lu_71Q2	UGT72B3	472	35.8	5.7	600.0
Lu_71Q2	UGT72B1	469	34.8	4.3	651.0
Lu_71Q2	UGT73C3	492	27.6	7.9	332.0
Lu_71Q2	UGT73C4	279	34.1	7.9	338.0
Lu_71Q2	UGT73C5	493	27.2	7.3	346.0
Lu_71Q2	UGT73C6	482	27.0	6.8	342.0
Lu_71Q2	UGT73C1	490	27.6	7.8	345.0
Lu_71Q2	UGT73C7	490	28.0	7.6	362.0
Lu_71Q2	UGT73B2	279	35.5	6.8	377.0
Lu_71Q2	UGT73B3	268	34.7	6.7	356.0
Lu_71Q2	UGT73B1	210	39.0	7.1	336.0
Lu_71Q2	UGT73B4	393	32.1	5.3	404.0
Lu_71Q2	UGT73B5	394	32.0	6.6	379.0
Lu_71Q2	UGT89B1	408	28.7	7.1	294.0
Lu_71Q2	UGT89C1	266	34.6	5.3	330.0
Lu_71Q2	VVGT1	87	46.0	0.0	213.0
Lu_71Q2	UGT76C4	476	27.7	7.8	268.0
Lu_72M2	UGT76E5	470	30.9	9.8	317.0
Lu_72M2	UGT76E4	463	29.8	5.8	368.0
Lu_72M2	UGT76E1	476	31.1	8.2	375.0
Lu_72M2	UGT76E2	469	32.0	7.7	398.0
Lu_72M2	UGT76E12	467	30.4	5.6	383.0
Lu_72M2	UGT76E11	467	29.6	6.0	349.0
Lu_72M2	UGT85A5	464	29.5	7.8	387.0
Lu_72M2	UGT85A4	478	31.6	7.1	426.0
Lu_72M2	UGT84A3	469	29.4	5.3	405.0
Lu_72M2	UGT84A4	256	34.4	5.1	365.0
Lu_72M2	UGT84A2	473	29.4	6.6	406.0
Lu_72M2	UGT84A1	469	28.4	4.3	448.0
Lu_72M2	UGT84B1	305	34.4	5.2	382.0
Lu_72M2	UGT84B2	302	34.1	5.0	388.0
Lu_72M2	UGT75B1	316	32.9	7.0	318.0
Lu_72M2	UGT75D1	302	35.1	8.3	306.0
Lu_72M2	UGT74F1	303	35.6	6.6	349.0
Lu_72M2	UGT74F2	302	35.1	6.6	360.0
Lu_72M2	UGT74B1	267	35.2	7.5	326.0
Lu_72M2	UGT78D2	290	32.4	7.6	272.0
Lu_72M2	UGT78D1	228	32.0	7.5	221.0
Lu_72M2	UGT71C1	478	34.3	6.7	525.0
Lu_72M2	UGT71C2	476	32.4	5.7	536.0
Lu_72M2	UGT71C3	471	34.6	5.1	585.0
Lu_72M2	UGT71C4	483	34.8	6.2	577.0
Lu_72M2	UGT71C5	475	33.7	7.4	508.0
Lu_72M2	UGT71B8	480	31.0	8.1	431.0
Lu_72M2	UGT71B6	479	31.3	8.1	397.0
Lu_72M2	UGT71B5	490	29.0	6.7	411.0
Lu_72M2	UGT71B1	479	30.1	8.1	373.0
Lu_72M2	UGT88A1	473	33.0	5.7	594.0
Lu_72M2	UGT72E2	468	35.3	9.2	529.0
Lu_72M2	UGT72E3	477	34.6	8.6	526.0
Lu_72M2	UGT72E1	478	35.6	6.9	577.0
Lu_72M2	UGT72D1	476	37.2	7.1	625.0
Lu_72M2	UGT72C1	466	36.3	8.6	510.0
Lu_72M2	UGT72B3	477	47.8	6.1	963.0
Lu_72M2	UGT72B1	478	46.0	6.3	938.0
Lu_72M2	UGT73C3	480	27.3	6.0	386.0
Lu_72M2	UGT73C4	479	28.2	6.1	385.0
Lu_72M2	UGT73C5	490	29.0	6.1	403.0
Lu_72M2	UGT73C6	478	28.7	5.6	382.0
Lu_72M2	UGT73C1	481	28.1	7.1	367.0
Lu_72M2	UGT73C7	477	29.8	5.2	420.0
Lu_72M2	UGT73B2	360	31.9	7.2	380.0
Lu_72M2	UGT73B3	332	32.8	6.9	379.0
Lu_72M2	UGT73B1	265	37.4	6.0	384.0
Lu_72M2	UGT73B4	357	31.1	3.6	421.0
Lu_72M2	UGT73B5	357	31.4	4.5	409.0
Lu_72M2	UGT89B1	471	29.1	4.9	422.0
Lu_72M2	UGT89C1	274	35.0	5.8	320.0
Lu_72M2	VVGT1	308	31.8	8.8	285.0
Lu_72M2	UGT76C4	228	31.6	4.8	287.0
Lu_72Q1	UGT76E5	128	45.3	5.5	235.0
Lu_72Q1	UGT76E4	245	37.6	10.2	283.0
Lu_72Q1	UGT76E1	478	30.1	8.2	305.0
Lu_72Q1	UGT76E2	464	30.6	7.8	336.0
Lu_72Q1	UGT76E12	469	28.6	7.7	303.0
Lu_72Q1	UGT76E11	471	31.2	8.9	310.0
Lu_72Q1	UGT85A5	462	29.2	9.5	288.0
Lu_72Q1	UGT85A4	461	31.9	8.9	348.0
Lu_72Q1	UGT84A3	471	26.5	7.9	257.0
Lu_72Q1	UGT84A4	467	26.1	7.3	258.0
Lu_72Q1	UGT84A2	481	28.7	8.1	298.0
Lu_72Q1	UGT84A1	478	27.4	7.1	278.0
Lu_72Q1	UGT84B1	233	31.3	3.4	247.0
Lu_72Q1	UGT84B2	126	35.7	1.6	226.0
Lu_72Q1	UGT75B1	209	36.4	5.3	287.0
Lu_72Q1	UGT75D1	261	34.1	5.4	264.0
Lu_72Q1	UGT74F1	132	42.4	2.3	271.0
Lu_72Q1	UGT74F2	132	42.4	2.3	277.0
Lu_72Q1	UGT74B1	142	43.0	1.4	290.0
Lu_72Q1	UGT78D2	469	28.6	8.7	253.0
Lu_72Q1	UGT78D1	472	27.5	9.3	234.0
Lu_72Q1	UGT71C1	477	30.8	9.2	406.0
Lu_72Q1	UGT71C2	477	31.4	8.6	408.0
Lu_72Q1	UGT71C3	377	35.5	8.2	410.0
Lu_72Q1	UGT71C4	480	33.5	9.4	433.0
Lu_72Q1	UGT71C5	486	32.5	10.5	389.0
Lu_72Q1	UGT71B8	483	31.3	6.8	453.0
Lu_72Q1	UGT71B6	478	29.1	4.8	459.0
Lu_72Q1	UGT71B5	482	30.1	5.4	473.0
Lu_72Q1	UGT71B1	479	31.9	5.2	500.0
Lu_72Q1	UGT88A1	481	34.7	6.4	613.0
Lu_72Q1	UGT72E2	475	42.9	3.6	905.0
Lu_72Q1	UGT72E3	474	41.6	3.2	890.0
Lu_72Q1	UGT72E1	465	42.4	1.9	920.0
Lu_72Q1	UGT72D1	470	38.7	3.4	857.0
Lu_72Q1	UGT72C1	461	37.5	4.8	714.0
Lu_72Q1	UGT72B3	472	44.3	3.2	969.0
Lu_72Q1	UGT72B1	472	45.1	3.0	983.0
Lu_72Q1	UGT73C3	392	29.6	7.4	308.0
Lu_72Q1	UGT73C4	409	28.4	7.8	291.0
Lu_72Q1	UGT73C5	377	31.6	8.5	306.0
Lu_72Q1	UGT73C6	370	32.2	7.8	308.0
Lu_72Q1	UGT73C1	374	31.0	8.6	287.0
Lu_72Q1	UGT73C7	221	37.1	10.0	267.0
Lu_72Q1	UGT73B2	161	42.9	3.1	323.0
Lu_72Q1	UGT73B3	395	30.6	6.6	334.0
Lu_72Q1	UGT73B1	210	44.3	11.4	311.0
Lu_72Q1	UGT73B4	381	32.0	5.8	395.0
Lu_72Q1	UGT73B5	381	30.7	6.6	339.0
Lu_72Q1	UGT89B1	477	27.5	8.6	282.0
Lu_72Q1	UGT89C1	268	32.5	6.3	280.0
Lu_72Q1	VVGT1	474	28.5	9.3	272.0
Lu_72Q1	UGT76C4	470	29.1	8.3	269.0
Lu_88G1	UGT76E5	367	28.9	8.2	242.0
Lu_88G1	UGT76E4	393	28.2	6.1	293.0
Lu_88G1	UGT76E1	391	28.6	6.4	312.0
Lu_88G1	UGT76E2	364	27.7	6.9	283.0
Lu_88G1	UGT76E12	369	28.7	6.8	317.0
Lu_88G1	UGT76E11	368	28.8	6.5	309.0
Lu_88G1	UGT85A5	376	31.9	9.8	280.0
Lu_88G1	UGT85A4	486	30.9	9.1	306.0
Lu_88G1	UGT84A3	482	26.3	7.7	265.0
Lu_88G1	UGT84A4	383	26.4	8.6	272.0
Lu_88G1	UGT84A2	483	27.1	7.7	287.0
Lu_88G1	UGT84A1	361	31.9	8.0	323.0
Lu_88G1	UGT84B1	348	28.4	9.5	266.0
Lu_88G1	UGT84B2	343	28.0	8.2	273.0
Lu_88G1	UGT75B1	300	32.0	5.7	335.0
Lu_88G1	UGT75D1	376	27.4	5.6	300.0
Lu_88G1	UGT74F1	402	28.1	8.0	266.0
Lu_88G1	UGT74F2	312	32.1	10.6	253.0
Lu_88G1	UGT74B1	143	40.6	2.8	254.0
Lu_88G1	UGT78D2	327	29.4	8.9	250.0
Lu_88G1	UGT78D1	135	40.7	4.4	235.0
Lu_88G1	UGT71C1	489	36.2	9.4	567.0
Lu_88G1	UGT71C2	486	36.4	7.6	617.0
Lu_88G1	UGT71C3	482	34.6	7.1	588.0
Lu_88G1	UGT71C4	489	35.4	7.0	591.0
Lu_88G1	UGT71C5	489	32.9	6.3	569.0
Lu_88G1	UGT71B8	485	34.6	4.9	617.0
Lu_88G1	UGT71B6	487	32.9	7.0	546.0
Lu_88G1	UGT71B5	486	31.9	5.6	585.0
Lu_88G1	UGT71B1	483	33.7	5.4	590.0
Lu_88G1	UGT88A1	480	44.0	4.8	959.0
Lu_88G1	UGT72E2	463	32.0	5.2	542.0
Lu_88G1	UGT72E3	466	31.1	5.6	541.0
Lu_88G1	UGT72E1	474	31.0	3.6	612.0
Lu_88G1	UGT72D1	463	32.6	3.5	627.0
Lu_88G1	UGT72C1	461	31.7	5.6	485.0
Lu_88G1	UGT72B3	474	36.3	5.3	688.0
Lu_88G1	UGT72B1	480	35.8	5.8	678.0
Lu_88G1	UGT73C3	489	30.5	8.0	363.0
Lu_88G1	UGT73C4	492	29.3	9.1	361.0
Lu_88G1	UGT73C5	493	29.8	9.3	350.0
Lu_88G1	UGT73C6	491	29.5	8.8	349.0
Lu_88G1	UGT73C1	494	28.7	7.5	356.0
Lu_88G1	UGT73C7	490	30.6	8.4	371.0
Lu_88G1	UGT73B2	389	31.4	8.7	331.0
Lu_88G1	UGT73B3	387	32.0	8.0	351.0
Lu_88G1	UGT73B1	216	40.3	9.3	325.0
Lu_88G1	UGT73B4	390	32.8	6.4	392.0
Lu_88G1	UGT73B5	487	30.0	7.2	378.0
Lu_88G1	UGT89B1	457	30.0	7.4	342.0
Lu_88G1	UGT89C1	210	33.8	6.2	288.0
Lu_88G1	VVGT1	142	41.5	5.6	243.0
Lu_88G1	UGT76C4	264	32.6	7.6	287.0
Mt_72L1	UGT76E5	462	29.4	8.9	299.0
Mt_72L1	UGT76E4	469	31.3	7.5	409.0
Mt_72L1	UGT76E1	354	30.8	6.2	349.0
Mt_72L1	UGT76E2	462	28.6	6.7	367.0
Mt_72L1	UGT76E12	462	28.6	7.1	357.0
Mt_72L1	UGT76E11	417	29.3	6.5	342.0
Mt_72L1	UGT85A5	473	28.3	9.3	293.0
Mt_72L1	UGT85A4	202	41.6	8.9	300.0
Mt_72L1	UGT84A3	372	28.8	9.1	269.0
Mt_72L1	UGT84A4	482	27.4	8.3	286.0
Mt_72L1	UGT84A2	411	25.8	7.8	241.0
Mt_72L1	UGT84A1	477	28.9	6.9	352.0
Mt_72L1	UGT84B1	465	27.1	8.4	288.0
Mt_72L1	UGT84B2	471	27.2	8.1	276.0
Mt_72L1	UGT75B1	253	36.4	3.6	387.0
Mt_72L1	UGT75D1	357	30.5	7.0	350.0
Mt_72L1	UGT74F1	291	28.9	4.5	294.0
Mt_72L1	UGT74F2	353	28.3	5.1	335.0
Mt_72L1	UGT74B1	470	29.8	8.7	293.0
Mt_72L1	UGT78D2	468	29.3	8.1	305.0
Mt_72L1	UGT78D1	463	26.8	7.3	258.0
Mt_72L1	UGT71C1	470	33.6	7.9	482.0
Mt_72L1	UGT71C2	461	34.7	7.8	475.0
Mt_72L1	UGT71C3	462	34.8	8.4	482.0
Mt_72L1	UGT71C4	479	33.4	8.4	478.0
Mt_72L1	UGT71C5	360	34.4	7.5	392.0
Mt_72L1	UGT71B8	477	31.2	5.7	477.0
Mt_72L1	UGT71B6	473	30.0	5.9	437.0
Mt_72L1	UGT71B5	471	30.4	4.0	494.0
Mt_72L1	UGT71B1	465	32.7	5.2	525.0
Mt_72L1	UGT88A1	467	35.1	4.3	707.0
Mt_72L1	UGT72E2	455	37.4	3.5	725.0
Mt_72L1	UGT72E3	476	35.5	4.2	719.0
Mt_72L1	UGT72E1	468	36.1	2.6	756.0
Mt_72L1	UGT72D1	470	39.8	4.7	765.0
Mt_72L1	UGT72C1	453	35.1	3.8	629.0
Mt_72L1	UGT72B3	467	48.0	1.7	1151.0
Mt_72L1	UGT72B1	467	50.5	1.1	1212.0
Mt_72L1	UGT73C3	498	29.5	8.2	343.0
Mt_72L1	UGT73C4	475	28.0	6.7	354.0
Mt_72L1	UGT73C5	496	29.2	7.9	337.0
Mt_72L1	UGT73C6	496	30.4	8.1	339.0
Mt_72L1	UGT73C1	485	29.5	7.4	340.0
Mt_72L1	UGT73C7	490	32.7	10.2	371.0
Mt_72L1	UGT73B2	357	32.5	8.1	322.0
Mt_72L1	UGT73B3	356	32.9	7.9	362.0
Mt_72L1	UGT73B1	210	41.0	6.7	352.0
Mt_72L1	UGT73B4	381	32.5	5.8	423.0
Mt_72L1	UGT73B5	382	31.2	7.1	375.0
Mt_72L1	UGT89B1	482	30.9	8.5	381.0
Mt_72L1	UGT89C1	261	34.5	5.0	356.0
Mt_72L1	VVGT1	467	29.3	8.4	309.0
Mt_72L1	UGT76C4	450	28.9	5.8	363.0
Mt_88E1	UGT76E5	451	29.3	6.9	393.0
Mt_88E1	UGT76E4	408	31.9	4.4	442.0
Mt_88E1	UGT76E1	455	30.5	5.3	454.0
Mt_88E1	UGT76E2	457	30.2	5.0	458.0
Mt_88E1	UGT76E12	451	27.9	5.3	422.0
Mt_88E1	UGT76E11	448	27.5	4.9	408.0
Mt_88E1	UGT85A5	343	31.5	6.4	384.0
Mt_88E1	UGT85A4	343	33.2	7.3	430.0
Mt_88E1	UGT84A3	346	30.3	6.9	334.0
Mt_88E1	UGT84A4	478	26.2	5.6	358.0
Mt_88E1	UGT84A2	385	30.1	5.7	398.0
Mt_88E1	UGT84A1	288	34.4	4.5	404.0
Mt_88E1	UGT84B1	311	30.2	6.4	314.0
Mt_88E1	UGT84B2	301	28.9	4.3	335.0
Mt_88E1	UGT75B1	288	34.7	4.5	394.0
Mt_88E1	UGT75D1	379	27.7	4.2	317.0
Mt_88E1	UGT74F1	198	37.9	6.1	330.0
Mt_88E1	UGT74F2	302	34.4	8.9	345.0
Mt_88E1	UGT74B1	423	30.5	9.0	335.0
Mt_88E1	UGT78D2	354	27.4	4.5	330.0
Mt_88E1	UGT78D1	374	29.1	5.1	346.0
Mt_88E1	UGT71C1	475	31.8	6.5	474.0
Mt_88E1	UGT71C2	464	31.9	5.8	485.0
Mt_88E1	UGT71C3	474	29.7	4.2	475.0
Mt_88E1	UGT71C4	483	28.8	4.8	462.0
Mt_88E1	UGT71C5	470	30.2	4.7	454.0
Mt_88E1	UGT71B8	415	34.7	5.3	510.0
Mt_88E1	UGT71B6	486	31.5	6.0	473.0
Mt_88E1	UGT71B5	474	32.7	5.1	514.0
Mt_88E1	UGT71B1	478	30.1	7.7	451.0
Mt_88E1	UGT88A1	468	45.7	4.1	959.0
Mt_88E1	UGT72E2	352	34.1	4.8	470.0
Mt_88E1	UGT72E3	466	30.3	6.7	479.0
Mt_88E1	UGT72E1	478	32.8	6.7	522.0
Mt_88E1	UGT72D1	347	32.9	3.7	475.0
Mt_88E1	UGT72C1	448	33.9	6.7	488.0
Mt_88E1	UGT72B3	476	35.7	6.5	638.0
Mt_88E1	UGT72B1	472	35.8	4.7	669.0
Mt_88E1	UGT73C3	453	27.8	5.5	407.0
Mt_88E1	UGT73C4	451	26.6	4.7	395.0
Mt_88E1	UGT73C5	454	27.5	5.7	400.0
Mt_88E1	UGT73C6	453	28.9	5.5	399.0
Mt_88E1	UGT73C1	455	28.1	6.6	359.0
Mt_88E1	UGT73C7	426	27.7	4.9	382.0
Mt_88E1	UGT73B2	364	32.1	5.2	399.0
Mt_88E1	UGT73B3	363	33.3	5.0	411.0
Mt_88E1	UGT73B1	203	38.9	2.0	390.0
Mt_88E1	UGT73B4	376	32.7	5.3	418.0
Mt_88E1	UGT73B5	376	35.4	6.1	449.0
Mt_88E1	UGT89B1	461	29.1	4.6	402.0
Mt_88E1	UGT89C1	258	36.0	4.3	358.0
Mt_88E1	VVGT1	201	36.3	5.5	298.0
Mt_88E1	UGT76C4	457	27.4	5.5	380.0
Nt_71A6	UGT76E5	270	32.6	6.7	251.0
Nt_71A6	UGT76E4	323	33.1	5.3	348.0
Nt_71A6	UGT76E1	445	27.0	6.1	340.0
Nt_71A6	UGT76E2	449	27.4	5.3	372.0
Nt_71A6	UGT76E12	446	28.3	5.8	376.0
Nt_71A6	UGT76E11	449	29.2	7.1	361.0
Nt_71A6	UGT85A5	419	28.2	4.1	311.0
Nt_71A6	UGT85A4	418	28.5	3.8	356.0
Nt_71A6	UGT84A3	482	24.9	6.2	297.0
Nt_71A6	UGT84A4	479	23.8	6.9	280.0
Nt_71A6	UGT84A2	481	25.8	7.5	313.0
Nt_71A6	UGT84A1	349	28.4	4.9	357.0
Nt_71A6	UGT84B1	349	34.1	10.6	293.0
Nt_71A6	UGT84B2	329	32.8	8.2	308.0
Nt_71A6	UGT75B1	269	32.0	5.2	316.0
Nt_71A6	UGT75D1	479	25.7	5.8	322.0
Nt_71A6	UGT74F1	151	33.8	6.6	211.0
Nt_71A6	UGT74F2	259	34.0	10.8	221.0
Nt_71A6	UGT74B1	478	27.4	7.3	223.0
Nt_71A6	UGT78D2	313	27.5	7.7	209.0
Nt_71A6	UGT78D1	90	43.3	2.2	190.0
Nt_71A6	UGT71C1	478	40.4	5.2	807.0
Nt_71A6	UGT71C2	481	43.9	5.8	908.0
Nt_71A6	UGT71C3	487	41.9	5.3	837.0
Nt_71A6	UGT71C4	488	42.6	4.9	895.0
Nt_71A6	UGT71C5	486	42.6	4.1	917.0
Nt_71A6	UGT71B8	481	47.2	1.7	1025.0
Nt_71A6	UGT71B6	480	49.6	2.3	1109.0
Nt_71A6	UGT71B5	481	46.6	1.7	1086.0
Nt_71A6	UGT71B1	483	46.6	3.5	1034.0
Nt_71A6	UGT88A1	468	37.2	5.6	706.0
Nt_71A6	UGT72E2	418	32.8	6.2	484.0
Nt_71A6	UGT72E3	445	31.0	6.1	461.0
Nt_71A6	UGT72E1	476	29.6	6.3	466.0
Nt_71A6	UGT72D1	476	32.4	5.3	532.0
Nt_71A6	UGT72C1	409	27.6	4.4	381.0
Nt_71A6	UGT72B3	473	36.8	5.5	647.0
Nt_71A6	UGT72B1	475	36.4	5.7	631.0
Nt_71A6	UGT73C3	492	28.3	7.7	354.0
Nt_71A6	UGT73C4	492	27.8	7.7	374.0
Nt_71A6	UGT73C5	492	27.0	7.5	334.0
Nt_71A6	UGT73C6	493	27.0	8.1	324.0
Nt_71A6	UGT73C1	493	28.8	8.3	368.0
Nt_71A6	UGT73C7	494	30.2	8.5	373.0
Nt_71A6	UGT73B2	490	28.4	9.0	329.0
Nt_71A6	UGT73B3	487	28.5	8.0	337.0
Nt_71A6	UGT73B1	223	36.3	6.7	341.0
Nt_71A6	UGT73B4	407	29.5	6.6	367.0
Nt_71A6	UGT73B5	491	30.5	9.4	356.0
Nt_71A6	UGT89B1	266	35.7	7.5	328.0
Nt_71A6	UGT89C1	318	31.4	6.6	300.0
Nt_71A6	VVGT1	80	48.8	2.5	210.0
Nt_71A6	UGT76C4	247	30.0	5.7	242.0
Os_72F1	UGT76E5	320	29.4	8.8	194.0
Os_72F1	UGT76E4	354	31.1	7.9	288.0
Os_72F1	UGT76E1	354	30.8	7.9	286.0
Os_72F1	UGT76E2	354	30.2	8.2	277.0
Os_72F1	UGT76E12	353	30.3	7.1	288.0
Os_72F1	UGT76E11	354	29.9	7.6	279.0
Os_72F1	UGT85A5	341	25.5	4.7	265.0
Os_72F1	UGT85A4	347	27.1	6.6	260.0
Os_72F1	UGT84A3	118	33.9	2.5	190.0
Os_72F1	UGT84A4	133	33.1	2.3	204.0
Os_72F1	UGT84A2	303	33.7	11.9	260.0
Os_72F1	UGT84A1	474	27.8	8.0	286.0
Os_72F1	UGT84B1	296	27.7	4.4	246.0
Os_72F1	UGT84B2	295	27.8	5.4	235.0
Os_72F1	UGT75B1	272	30.9	5.9	283.0
Os_72F1	UGT75D1	480	28.1	7.3	314.0
Os_72F1	UGT74F1	129	45.0	0.8	283.0
Os_72F1	UGT74F2	283	31.8	4.6	281.0
Os_72F1	UGT74B1	129	45.0	1.6	273.0
Os_72F1	UGT78D2	368	28.5	9.0	268.0
Os_72F1	UGT78D1	137	38.7	3.6	237.0
Os_72F1	UGT71C1	480	30.2	9.8	346.0
Os_72F1	UGT71C2	475	31.6	9.3	379.0
Os_72F1	UGT71C3	492	31.7	8.9	383.0
Os_72F1	UGT71C4	483	33.1	9.5	404.0
Os_72F1	UGT71C5	419	32.2	9.3	357.0
Os_72F1	UGT71B8	408	34.6	5.4	450.0
Os_72F1	UGT71B6	467	31.7	6.2	436.0
Os_72F1	UGT71B5	461	33.8	5.2	482.0
Os_72F1	UGT71B1	466	33.9	5.8	504.0
Os_72F1	UGT88A1	436	30.3	5.7	501.0
Os_72F1	UGT72E2	460	38.0	5.0	716.0
Os_72F1	UGT72E3	459	37.9	4.6	728.0
Os_72F1	UGT72E1	457	37.6	4.4	698.0
Os_72F1	UGT72D1	449	38.8	5.8	713.0
Os_72F1	UGT72C1	456	36.6	5.3	650.0
Os_72F1	UGT72B3	474	42.8	4.2	870.0
Os_72F1	UGT72B1	474	43.2	4.0	882.0
Os_72F1	UGT73C3	226	37.6	11.5	255.0
Os_72F1	UGT73C4	502	28.9	9.6	281.0
Os_72F1	UGT73C5	161	42.9	9.3	243.0
Os_72F1	UGT73C6	161	43.5	9.3	242.0
Os_72F1	UGT73C1	451	28.8	9.1	254.0
Os_72F1	UGT73C7	220	40.9	11.4	278.0
Os_72F1	UGT73B2	154	37.7	3.9	244.0
Os_72F1	UGT73B3	299	29.1	6.4	278.0
Os_72F1	UGT73B1	202	39.1	9.9	286.0
Os_72F1	UGT73B4	382	33.5	9.2	345.0
Os_72F1	UGT73B5	380	32.6	8.9	311.0
Os_72F1	UGT89B1	471	28.0	7.2	303.0
Os_72F1	UGT89C1	201	36.8	6.0	285.0
Os_72F1	VVGT1	462	27.9	8.0	311.0
Os_72F1	UGT76C4	277	33.2	10.1	233.0
Os_72H3	UGT76E5	68	54.4	1.5	186.0
Os_72H3	UGT76E4	475	29.1	9.9	230.0
Os_72H3	UGT76E1	410	29.3	9.0	252.0
Os_72H3	UGT76E2	411	29.7	9.2	245.0
Os_72H3	UGT76E12	479	29.9	9.2	252.0
Os_72H3	UGT76E11	477	31.7	8.8	293.0
Os_72H3	UGT85A5	496	30.2	11.9	235.0
Os_72H3	UGT85A4	146	42.5	7.5	231.0
Os_72H3	UGT84A3	479	29.6	10.4	234.0
Os_72H3	UGT84A4	493	28.6	9.3	240.0
Os_72H3	UGT84A2	497	27.4	9.9	233.0
Os_72H3	UGT84A1	496	28.6	7.7	298.0
Os_72H3	UGT84B1	130	41.5	4.6	242.0
Os_72H3	UGT84B2	130	39.2	4.6	228.0
Os_72H3	UGT75B1	254	35.0	7.9	270.0
Os_72H3	UGT75D1	230	35.2	7.8	259.0
Os_72H3	UGT74F1	145	38.6	3.4	241.0
Os_72H3	UGT74F2	135	37.0	3.7	233.0
Os_72H3	UGT74B1	144	38.2	4.2	231.0
Os_72H3	UGT78D2	73	54.8	1.4	211.0
Os_72H3	UGT78D1	70	54.3	1.4	197.0
Os_72H3	UGT71C1	377	34.2	10.1	364.0
Os_72H3	UGT71C2	366	36.1	9.0	407.0
Os_72H3	UGT71C3	368	36.1	9.5	390.0
Os_72H3	UGT71C4	376	38.3	10.4	418.0
Os_72H3	UGT71C5	344	34.9	8.1	406.0
Os_72H3	UGT71B8	479	35.5	6.5	492.0
Os_72H3	UGT71B6	478	33.1	7.3	460.0
Os_72H3	UGT71B5	480	34.4	6.7	489.0
Os_72H3	UGT71B1	473	33.2	4.9	518.0
Os_72H3	UGT88A1	480	32.5	7.7	479.0
Os_72H3	UGT72E2	462	35.3	4.1	623.0
Os_72H3	UGT72E3	452	35.8	4.6	614.0
Os_72H3	UGT72E1	472	33.9	4.0	637.0
Os_72H3	UGT72D1	478	37.4	5.9	634.0
Os_72H3	UGT72C1	451	35.7	5.3	553.0
Os_72H3	UGT72B3	486	42.6	5.3	819.0
Os_72H3	UGT72B1	482	45.0	5.0	886.0
Os_72H3	UGT73C3	344	32.0	10.8	291.0
Os_72H3	UGT73C4	491	28.7	11.0	294.0
Os_72H3	UGT73C5	490	29.4	10.6	302.0
Os_72H3	UGT73C6	492	30.1	10.8	315.0
Os_72H3	UGT73C1	492	28.7	11.2	281.0
Os_72H3	UGT73C7	231	38.5	11.7	272.0
Os_72H3	UGT73B2	366	34.7	9.6	349.0
Os_72H3	UGT73B3	353	33.4	9.1	343.0
Os_72H3	UGT73B1	364	34.9	9.6	355.0
Os_72H3	UGT73B4	368	37.5	8.4	395.0
Os_72H3	UGT73B5	368	35.1	9.2	362.0
Os_72H3	UGT89B1	417	29.7	7.4	274.0
Os_72H3	UGT89C1	258	34.1	7.8	262.0
Os_72H3	VVGT1	143	40.6	7.0	234.0
Os_72H3	UGT76C4	220	33.6	10.5	177.0
Os_72J1	UGT76E5	478	31.0	10.7	238.0
Os_72J1	UGT76E4	473	29.4	9.1	315.0
Os_72J1	UGT76E1	465	31.0	10.8	302.0
Os_72J1	UGT76E2	467	27.8	7.7	303.0
Os_72J1	UGT76E12	472	30.3	9.3	317.0
Os_72J1	UGT76E11	471	30.1	8.1	321.0
Os_72J1	UGT85A5	476	26.5	6.1	298.0
Os_72J1	UGT85A4	481	28.7	7.1	292.0
Os_72J1	UGT84A3	485	29.5	9.3	278.0
Os_72J1	UGT84A4	478	27.2	8.8	258.0
Os_72J1	UGT84A2	499	29.1	9.8	254.0
Os_72J1	UGT84A1	478	28.7	7.5	324.0
Os_72J1	UGT84B1	131	38.9	2.3	238.0
Os_72J1	UGT84B2	131	38.2	2.3	234.0
Os_72J1	UGT75B1	467	25.9	5.8	321.0
Os_72J1	UGT75D1	233	34.3	6.9	260.0
Os_72J1	UGT74F1	460	27.2	7.6	250.0
Os_72J1	UGT74F2	147	33.3	2.7	245.0
Os_72J1	UGT74B1	466	25.3	5.4	249.0
Os_72J1	UGT78D2	132	39.4	4.5	230.0
Os_72J1	UGT78D1	66	59.1	1.5	224.0
Os_72J1	UGT71C1	487	34.5	9.9	419.0
Os_72J1	UGT71C2	487	34.1	9.2	450.0
Os_72J1	UGT71C3	477	36.1	9.6	469.0
Os_72J1	UGT71C4	480	35.4	9.4	468.0
Os_72J1	UGT71C5	481	33.9	8.9	428.0
Os_72J1	UGT71B8	442	33.9	7.0	418.0
Os_72J1	UGT71B6	479	31.1	7.3	406.0
Os_72J1	UGT71B5	479	30.7	6.3	432.0
Os_72J1	UGT71B1	439	31.2	5.2	422.0
Os_72J1	UGT88A1	476	37.2	6.7	610.0
Os_72J1	UGT72E2	457	40.3	3.1	822.0
Os_72J1	UGT72E3	459	39.7	3.1	806.0
Os_72J1	UGT72E1	465	37.4	2.4	791.0
Os_72J1	UGT72D1	470	38.9	4.9	787.0
Os_72J1	UGT72C1	464	38.4	5.0	697.0
Os_72J1	UGT72B3	456	47.1	3.1	993.0
Os_72J1	UGT72B1	478	44.6	3.6	989.0
Os_72J1	UGT73C3	485	32.0	10.5	321.0
