cas	cid	ID	Description	UGT	Accession	Polyphenol Name	Yield
531-95-3	91469	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	Equol	1
33626-08-3	6255462	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	4'-Methoxyresveratrol	5
86361-55-9	45382232	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	Gnetol	2
842-01-3	5413034	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	7,8-Dihydroxy-4-phenylcoumarin	3
7758-73-8	5398649	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	5,7-Dihydroxy-4-phenylcoumarin	0
32507-66-7	5318650	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	Isorhapontigenin	1
17817-31-1	5284649	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	6,7,4'-Trihydroxyisoflavone	0
487-52-5	5281222	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	Butein	4
20575-57-9	5280448	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	Calycosin	8
480-11-5	5320315	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	Oroxylin A	12
104594-70-9	5281787	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	Caffeic Acid Phenethyl Ester	14
2957-21-3	73571	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	Sakuranetin	0
552-58-9	440735	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	Eriodictyol	8
480-20-6	122850	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	Aromadendrin	4
1447-88-7	5281628	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	Hispidulin	6
548-77-6	5281811	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	Tectorigenin	3
37308-75-1	6293081	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	Flavokawain C	35
500-38-9	4534	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	Nordihydroguaiaretic acid	0
102036-29-3	13846689	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	Protosappanin B	0
108853-14-1	176096	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	Dendrophenol	1
520-11-6	5317284	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	6-Methoxyluteolin	44
41060-15-5	5320053	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	Neobavaisoflavone	3
19879-32-4	5321775	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	Bavachin	2
67979-25-3	155011	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	Aurantio-obtusin	0
18085-97-7	5379096	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	Jaceosidin	53
906-33-2	5280633	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	Neochlorogenic acid	0
548-76-5	5464170	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	Irigenin	4
27208-80-6	5281718	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	O22820	Polydatin	1
500-65-2	5320954	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	Rhapontigenin	39
446-72-0	5280961	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	Genistein	43
520-36-5	5280443	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	Apigenin	89
491-70-3	5280445	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	Luteolin	86
4773-96-0	5281647	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	Mangiferin	0
3681-93-4	5280441	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	Vitexin	1
1126-61-0	70775	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	4-Allylpyrocatechol	7
13677-79-7	83651	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	2,3,4-Trihydroxybenzoic acid	0
451-13-8	780	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	Homogentisic acid	0
31721-94-5	5281343	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	5,7-Dihydroxychromone	21
1983-81-9	54679630	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	4,7-DIHYDROXYCOUMARIN	30
708-53-2	12820	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	2',3'-Dihydroxy-4'-methoxyacetophenone	24
529-84-0	5319502	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	4-Methylesculetin	16
2107-76-8	5354284	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	4-Methyllimetol	82
3843-74-1	689075	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	Methyl caffeate acid	42
4707-47-5	238398	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	Atraric acid	64
69039-02-7	155240	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	Hydroxytyrosol Acetate	2
121-79-9	4947	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	Propyl gallate	36
606-12-2	220295	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	2,4'-Dihydroxybenzophenone	43
531-95-3	91469	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	Equol	17
33626-08-3	6255462	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	4'-Methoxyresveratrol	9
86361-55-9	45382232	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	Gnetol	2
842-01-3	5413034	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	7,8-Dihydroxy-4-phenylcoumarin	60
7758-73-8	5398649	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	5,7-Dihydroxy-4-phenylcoumarin	36
32507-66-7	5318650	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	Isorhapontigenin	28
17817-31-1	5284649	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	6,7,4'-Trihydroxyisoflavone	67
487-52-5	5281222	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	Butein	81
20575-57-9	5280448	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	Calycosin	88
480-11-5	5320315	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	Oroxylin A	55
104594-70-9	5281787	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	Caffeic Acid Phenethyl Ester	58
2957-21-3	73571	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	Sakuranetin	88
552-58-9	440735	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	Eriodictyol	31
480-20-6	122850	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	Aromadendrin	41
1447-88-7	5281628	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	Hispidulin	66
548-77-6	5281811	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	Tectorigenin	17
37308-75-1	6293081	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	Flavokawain C	91
500-38-9	4534	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	Nordihydroguaiaretic acid	85
102036-29-3	13846689	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	Protosappanin B	1
108853-14-1	176096	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	Dendrophenol	21
520-11-6	5317284	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	6-Methoxyluteolin	100
41060-15-5	5320053	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	Neobavaisoflavone	84
19879-32-4	5321775	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	Bavachin	61
67979-25-3	155011	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	Aurantio-obtusin	42
18085-97-7	5379096	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	Jaceosidin	77
906-33-2	5280633	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	Neochlorogenic acid	36
548-76-5	5464170	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	Irigenin	19
27208-80-6	5281718	121	UGT 5 de Aloe vera (GT1)		A0A2P0QDF6	Polydatin	21
500-65-2	5320954	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	Rhapontigenin	10
446-72-0	5280961	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	Genistein	40
520-36-5	5280443	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	Apigenin	51
491-70-3	5280445	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	Luteolin	92
4773-96-0	5281647	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	Mangiferin	0
3681-93-4	5280441	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	Vitexin	7
1126-61-0	70775	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	4-Allylpyrocatechol	0
13677-79-7	83651	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	2,3,4-Trihydroxybenzoic acid	0
451-13-8	780	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	Homogentisic acid	0
31721-94-5	5281343	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	5,7-Dihydroxychromone	10
1983-81-9	54679630	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	4,7-DIHYDROXYCOUMARIN	3
708-53-2	12820	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	2',3'-Dihydroxy-4'-methoxyacetophenone	4
529-84-0	5319502	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	4-Methylesculetin	6
2107-76-8	5354284	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	4-Methyllimetol	18
3843-74-1	689075	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	Methyl caffeate acid	16
4707-47-5	238398	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	Atraric acid	13
69039-02-7	155240	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	Hydroxytyrosol Acetate	0
121-79-9	4947	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	Propyl gallate	5
606-12-2	220295	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	2,4'-Dihydroxybenzophenone	14
531-95-3	91469	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	Equol	2
33626-08-3	6255462	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	4'-Methoxyresveratrol	29
86361-55-9	45382232	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	Gnetol	3
842-01-3	5413034	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	7,8-Dihydroxy-4-phenylcoumarin	22
7758-73-8	5398649	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	5,7-Dihydroxy-4-phenylcoumarin	38
32507-66-7	5318650	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	Isorhapontigenin	5
17817-31-1	5284649	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	6,7,4'-Trihydroxyisoflavone	0
487-52-5	5281222	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	Butein	38
20575-57-9	5280448	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	Calycosin	21
480-11-5	5320315	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	Oroxylin A	52
104594-70-9	5281787	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	Caffeic Acid Phenethyl Ester	16
2957-21-3	73571	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	Sakuranetin	15
552-58-9	440735	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	Eriodictyol	10
480-20-6	122850	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	Aromadendrin	11
1447-88-7	5281628	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	Hispidulin	36
548-77-6	5281811	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	Tectorigenin	20
37308-75-1	6293081	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	Flavokawain C	23
500-38-9	4534	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	Nordihydroguaiaretic acid	3
102036-29-3	13846689	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	Protosappanin B	0
108853-14-1	176096	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	Dendrophenol	11
520-11-6	5317284	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	6-Methoxyluteolin	30
41060-15-5	5320053	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	Neobavaisoflavone	95
19879-32-4	5321775	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	Bavachin	71
67979-25-3	155011	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	Aurantio-obtusin	42
18085-97-7	5379096	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	Jaceosidin	65
906-33-2	5280633	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	Neochlorogenic acid	0
548-76-5	5464170	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	Irigenin	34
27208-80-6	5281718	123	UGT 3 de Aloe arborescens (GT1)		A0A1W6JGU2	Polydatin	0
500-65-2	5320954	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	Rhapontigenin	2
446-72-0	5280961	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	Genistein	59
520-36-5	5280443	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	Apigenin	83
491-70-3	5280445	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	Luteolin	56
4773-96-0	5281647	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	Mangiferin	1
3681-93-4	5280441	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	Vitexin	3
1126-61-0	70775	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	4-Allylpyrocatechol	1
13677-79-7	83651	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	2,3,4-Trihydroxybenzoic acid	0
451-13-8	780	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	Homogentisic acid	0
31721-94-5	5281343	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	5,7-Dihydroxychromone	16
1983-81-9	54679630	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	4,7-DIHYDROXYCOUMARIN	1
708-53-2	12820	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	2',3'-Dihydroxy-4'-methoxyacetophenone	1
529-84-0	5319502	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	4-Methylesculetin	28
2107-76-8	5354284	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	4-Methyllimetol	2
3843-74-1	689075	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	Methyl caffeate acid	12
4707-47-5	238398	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	Atraric acid	2
69039-02-7	155240	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	Hydroxytyrosol Acetate	2
121-79-9	4947	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	Propyl gallate	0
606-12-2	220295	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	2,4'-Dihydroxybenzophenone	7
531-95-3	91469	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	Equol	1
33626-08-3	6255462	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	4'-Methoxyresveratrol	2
86361-55-9	45382232	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	Gnetol	5
842-01-3	5413034	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	7,8-Dihydroxy-4-phenylcoumarin	1
7758-73-8	5398649	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	5,7-Dihydroxy-4-phenylcoumarin	0
32507-66-7	5318650	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	Isorhapontigenin	2
17817-31-1	5284649	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	6,7,4'-Trihydroxyisoflavone	32
487-52-5	5281222	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	Butein	75
20575-57-9	5280448	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	Calycosin	11
480-11-5	5320315	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	Oroxylin A	31
104594-70-9	5281787	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	Caffeic Acid Phenethyl Ester	33
2957-21-3	73571	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	Sakuranetin	0
552-58-9	440735	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	Eriodictyol	41
480-20-6	122850	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	Aromadendrin	19
1447-88-7	5281628	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	Hispidulin	56
548-77-6	5281811	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	Tectorigenin	9
37308-75-1	6293081	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	Flavokawain C	36
500-38-9	4534	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	Nordihydroguaiaretic acid	8
102036-29-3	13846689	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	Protosappanin B	0
108853-14-1	176096	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	Dendrophenol	0
520-11-6	5317284	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	6-Methoxyluteolin	34
41060-15-5	5320053	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	Neobavaisoflavone	75
19879-32-4	5321775	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	Bavachin	31
67979-25-3	155011	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	Aurantio-obtusin	10
18085-97-7	5379096	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	Jaceosidin	28
906-33-2	5280633	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	Neochlorogenic acid	0
548-76-5	5464170	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	Irigenin	0
27208-80-6	5281718	124	UDP-Xyl: gentisic acid xylosyltransferase		Q5CAZ5	Polydatin	8
500-65-2	5320954	125	OleI		Q3HTL7	Rhapontigenin	73
446-72-0	5280961	125	OleI		Q3HTL7	Genistein	55
520-36-5	5280443	125	OleI		Q3HTL7	Apigenin	0
491-70-3	5280445	125	OleI		Q3HTL7	Luteolin	16
4773-96-0	5281647	125	OleI		Q3HTL7	Mangiferin	0
3681-93-4	5280441	125	OleI		Q3HTL7	Vitexin	0
1126-61-0	70775	125	OleI		Q3HTL7	4-Allylpyrocatechol	0
13677-79-7	83651	125	OleI		Q3HTL7	2,3,4-Trihydroxybenzoic acid	0
451-13-8	780	125	OleI		Q3HTL7	Homogentisic acid	0
31721-94-5	5281343	125	OleI		Q3HTL7	5,7-Dihydroxychromone	24
1983-81-9	54679630	125	OleI		Q3HTL7	4,7-DIHYDROXYCOUMARIN	1
708-53-2	12820	125	OleI		Q3HTL7	2',3'-Dihydroxy-4'-methoxyacetophenone	55
529-84-0	5319502	125	OleI		Q3HTL7	4-Methylesculetin	12
2107-76-8	5354284	125	OleI		Q3HTL7	4-Methyllimetol	3
3843-74-1	689075	125	OleI		Q3HTL7	Methyl caffeate acid	0
4707-47-5	238398	125	OleI		Q3HTL7	Atraric acid	10
69039-02-7	155240	125	OleI		Q3HTL7	Hydroxytyrosol Acetate	0
121-79-9	4947	125	OleI		Q3HTL7	Propyl gallate	3
606-12-2	220295	125	OleI		Q3HTL7	2,4'-Dihydroxybenzophenone	17
531-95-3	91469	125	OleI		Q3HTL7	Equol	0
33626-08-3	6255462	125	OleI		Q3HTL7	4'-Methoxyresveratrol	0
86361-55-9	45382232	125	OleI		Q3HTL7	Gnetol	6
842-01-3	5413034	125	OleI		Q3HTL7	7,8-Dihydroxy-4-phenylcoumarin	10
7758-73-8	5398649	125	OleI		Q3HTL7	5,7-Dihydroxy-4-phenylcoumarin	24
32507-66-7	5318650	125	OleI		Q3HTL7	Isorhapontigenin	20
17817-31-1	5284649	125	OleI		Q3HTL7	6,7,4'-Trihydroxyisoflavone	0
487-52-5	5281222	125	OleI		Q3HTL7	Butein	77
20575-57-9	5280448	125	OleI		Q3HTL7	Calycosin	30
480-11-5	5320315	125	OleI		Q3HTL7	Oroxylin A	0
104594-70-9	5281787	125	OleI		Q3HTL7	Caffeic Acid Phenethyl Ester	47
2957-21-3	73571	125	OleI		Q3HTL7	Sakuranetin	0
552-58-9	440735	125	OleI		Q3HTL7	Eriodictyol	10
480-20-6	122850	125	OleI		Q3HTL7	Aromadendrin	17
1447-88-7	5281628	125	OleI		Q3HTL7	Hispidulin	60
548-77-6	5281811	125	OleI		Q3HTL7	Tectorigenin	7
37308-75-1	6293081	125	OleI		Q3HTL7	Flavokawain C	44
500-38-9	4534	125	OleI		Q3HTL7	Nordihydroguaiaretic acid	0
102036-29-3	13846689	125	OleI		Q3HTL7	Protosappanin B	0
108853-14-1	176096	125	OleI		Q3HTL7	Dendrophenol	14
520-11-6	5317284	125	OleI		Q3HTL7	6-Methoxyluteolin	37
41060-15-5	5320053	125	OleI		Q3HTL7	Neobavaisoflavone	91
19879-32-4	5321775	125	OleI		Q3HTL7	Bavachin	86
67979-25-3	155011	125	OleI		Q3HTL7	Aurantio-obtusin	21
18085-97-7	5379096	125	OleI		Q3HTL7	Jaceosidin	52
906-33-2	5280633	125	OleI		Q3HTL7	Neochlorogenic acid	0
548-76-5	5464170	125	OleI		Q3HTL7	Irigenin	12
27208-80-6	5281718	125	OleI		Q3HTL7	Polydatin	1
500-65-2	5320954	126	OleD		Q3HTL6	Rhapontigenin	43
446-72-0	5280961	126	OleD		Q3HTL6	Genistein	5
520-36-5	5280443	126	OleD		Q3HTL6	Apigenin	12
491-70-3	5280445	126	OleD		Q3HTL6	Luteolin	7
4773-96-0	5281647	126	OleD		Q3HTL6	Mangiferin	0
3681-93-4	5280441	126	OleD		Q3HTL6	Vitexin	0
1126-61-0	70775	126	OleD		Q3HTL6	4-Allylpyrocatechol	0
13677-79-7	83651	126	OleD		Q3HTL6	2,3,4-Trihydroxybenzoic acid	0
451-13-8	780	126	OleD		Q3HTL6	Homogentisic acid	0
31721-94-5	5281343	126	OleD		Q3HTL6	5,7-Dihydroxychromone	0
1983-81-9	54679630	126	OleD		Q3HTL6	4,7-DIHYDROXYCOUMARIN	1
708-53-2	12820	126	OleD		Q3HTL6	2',3'-Dihydroxy-4'-methoxyacetophenone	1
529-84-0	5319502	126	OleD		Q3HTL6	4-Methylesculetin	0
2107-76-8	5354284	126	OleD		Q3HTL6	4-Methyllimetol	0
3843-74-1	689075	126	OleD		Q3HTL6	Methyl caffeate acid	0
4707-47-5	238398	126	OleD		Q3HTL6	Atraric acid	3
69039-02-7	155240	126	OleD		Q3HTL6	Hydroxytyrosol Acetate	0
121-79-9	4947	126	OleD		Q3HTL6	Propyl gallate	5
606-12-2	220295	126	OleD		Q3HTL6	2,4'-Dihydroxybenzophenone	7
531-95-3	91469	126	OleD		Q3HTL6	Equol	0
33626-08-3	6255462	126	OleD		Q3HTL6	4'-Methoxyresveratrol	20
86361-55-9	45382232	126	OleD		Q3HTL6	Gnetol	4
842-01-3	5413034	126	OleD		Q3HTL6	7,8-Dihydroxy-4-phenylcoumarin	35
7758-73-8	5398649	126	OleD		Q3HTL6	5,7-Dihydroxy-4-phenylcoumarin	10
32507-66-7	5318650	126	OleD		Q3HTL6	Isorhapontigenin	6
17817-31-1	5284649	126	OleD		Q3HTL6	6,7,4'-Trihydroxyisoflavone	4
487-52-5	5281222	126	OleD		Q3HTL6	Butein	2
20575-57-9	5280448	126	OleD		Q3HTL6	Calycosin	3
480-11-5	5320315	126	OleD		Q3HTL6	Oroxylin A	7
104594-70-9	5281787	126	OleD		Q3HTL6	Caffeic Acid Phenethyl Ester	9
2957-21-3	73571	126	OleD		Q3HTL6	Sakuranetin	0
552-58-9	440735	126	OleD		Q3HTL6	Eriodictyol	3
480-20-6	122850	126	OleD		Q3HTL6	Aromadendrin	9
1447-88-7	5281628	126	OleD		Q3HTL6	Hispidulin	12
548-77-6	5281811	126	OleD		Q3HTL6	Tectorigenin	1
37308-75-1	6293081	126	OleD		Q3HTL6	Flavokawain C	0
500-38-9	4534	126	OleD		Q3HTL6	Nordihydroguaiaretic acid	0
102036-29-3	13846689	126	OleD		Q3HTL6	Protosappanin B	0
108853-14-1	176096	126	OleD		Q3HTL6	Dendrophenol	0
520-11-6	5317284	126	OleD		Q3HTL6	6-Methoxyluteolin	8
41060-15-5	5320053	126	OleD		Q3HTL6	Neobavaisoflavone	8
19879-32-4	5321775	126	OleD		Q3HTL6	Bavachin	0
67979-25-3	155011	126	OleD		Q3HTL6	Aurantio-obtusin	6
18085-97-7	5379096	126	OleD		Q3HTL6	Jaceosidin	21
906-33-2	5280633	126	OleD		Q3HTL6	Neochlorogenic acid	0
548-76-5	5464170	126	OleD		Q3HTL6	Irigenin	1
27208-80-6	5281718	126	OleD		Q3HTL6	Polydatin	0
500-65-2	5320954	127	mgt		Q54387	Rhapontigenin	2
446-72-0	5280961	127	mgt		Q54387	Genistein	0
520-36-5	5280443	127	mgt		Q54387	Apigenin	0
491-70-3	5280445	127	mgt		Q54387	Luteolin	0
4773-96-0	5281647	127	mgt		Q54387	Mangiferin	1
3681-93-4	5280441	127	mgt		Q54387	Vitexin	0
1126-61-0	70775	127	mgt		Q54387	4-Allylpyrocatechol	0
13677-79-7	83651	127	mgt		Q54387	2,3,4-Trihydroxybenzoic acid	0
451-13-8	780	127	mgt		Q54387	Homogentisic acid	0
31721-94-5	5281343	127	mgt		Q54387	5,7-Dihydroxychromone	0
1983-81-9	54679630	127	mgt		Q54387	4,7-DIHYDROXYCOUMARIN	0
708-53-2	12820	127	mgt		Q54387	2',3'-Dihydroxy-4'-methoxyacetophenone	0
529-84-0	5319502	127	mgt		Q54387	4-Methylesculetin	0
2107-76-8	5354284	127	mgt		Q54387	4-Methyllimetol	0
3843-74-1	689075	127	mgt		Q54387	Methyl caffeate acid	0
4707-47-5	238398	127	mgt		Q54387	Atraric acid	0
69039-02-7	155240	127	mgt		Q54387	Hydroxytyrosol Acetate	35
121-79-9	4947	127	mgt		Q54387	Propyl gallate	0
606-12-2	220295	127	mgt		Q54387	2,4'-Dihydroxybenzophenone	0
531-95-3	91469	127	mgt		Q54387	Equol	1
33626-08-3	6255462	127	mgt		Q54387	4'-Methoxyresveratrol	0
86361-55-9	45382232	127	mgt		Q54387	Gnetol	0
842-01-3	5413034	127	mgt		Q54387	7,8-Dihydroxy-4-phenylcoumarin	0
7758-73-8	5398649	127	mgt		Q54387	5,7-Dihydroxy-4-phenylcoumarin	1
32507-66-7	5318650	127	mgt		Q54387	Isorhapontigenin	0
17817-31-1	5284649	127	mgt		Q54387	6,7,4'-Trihydroxyisoflavone	0
