Accession	cas	cid	ID	Description	UGT	Polyphenol Name	Yield	enzyme
O82383	19879-32-4	5321775	50	UGT71D1	UGT71D1	Bavachin	77	At_71D1
O82383	67979-25-3	155011	50	UGT71D1	UGT71D1	Aurantio-obtusin	24	At_71D1
O82383	18085-97-7	5379096	50	UGT71D1	UGT71D1	Jaceosidin	95	At_71D1
O82383	906-33-2	5280633	50	UGT71D1	UGT71D1	Neochlorogenic acid	0	At_71D1
O82383	548-76-5	5464170	50	UGT71D1	UGT71D1	Irigenin	86	At_71D1
O82383	27208-80-6	5281718	50	UGT71D1	UGT71D1	Polydatin	0	At_71D1
O82381	500-65-2	5320954	53	UGT71C1	UGT71C1	Rhapontigenin	90	At_71C1
O82381	446-72-0	5280961	53	UGT71C1	UGT71C1	Genistein	2	At_71C1
O82381	520-36-5	5280443	53	UGT71C1	UGT71C1	Apigenin	77	At_71C1
O82381	491-70-3	5280445	53	UGT71C1	UGT71C1	Luteolin	98	At_71C1
O82381	4773-96-0	5281647	53	UGT71C1	UGT71C1	Mangiferin	0	At_71C1
O82381	3681-93-4	5280441	53	UGT71C1	UGT71C1	Vitexin	0	At_71C1
O82381	1126-61-0	70775	53	UGT71C1	UGT71C1	4-Allylpyrocatechol	77	At_71C1
O82381	13677-79-7	83651	53	UGT71C1	UGT71C1	2,3,4-Trihydroxybenzoic acid	0	At_71C1
O82381	451-13-8	780	53	UGT71C1	UGT71C1	Homogentisic acid	0	At_71C1
O82381	31721-94-5	5281343	53	UGT71C1	UGT71C1	5,7-Dihydroxychromone	49	At_71C1
O82381	1983-81-9	54679630	53	UGT71C1	UGT71C1	4,7-DIHYDROXYCOUMARIN	56	At_71C1
O82381	708-53-2	12820	53	UGT71C1	UGT71C1	2',3'-Dihydroxy-4'-methoxyacetophenone	60	At_71C1
O82381	529-84-0	5319502	53	UGT71C1	UGT71C1	4-Methylesculetin	87	At_71C1
O82381	2107-76-8	5354284	53	UGT71C1	UGT71C1	4-Methyllimetol	91	At_71C1
O82381	3843-74-1	689075	53	UGT71C1	UGT71C1	Methyl caffeate acid	95	At_71C1
O82381	4707-47-5	238398	53	UGT71C1	UGT71C1	Atraric acid	50	At_71C1
O82381	69039-02-7	155240	53	UGT71C1	UGT71C1	Hydroxytyrosol Acetate	94	At_71C1
O82381	121-79-9	4947	53	UGT71C1	UGT71C1	Propyl gallate	100	At_71C1
O82381	606-12-2	220295	53	UGT71C1	UGT71C1	2,4'-Dihydroxybenzophenone	39	At_71C1
O82381	531-95-3	91469	53	UGT71C1	UGT71C1	Equol	46	At_71C1
O82381	33626-08-3	6255462	53	UGT71C1	UGT71C1	4'-Methoxyresveratrol	30	At_71C1
O82381	86361-55-9	45382232	53	UGT71C1	UGT71C1	Gnetol	51	At_71C1
O82381	842-01-3	5413034	53	UGT71C1	UGT71C1	7,8-Dihydroxy-4-phenylcoumarin	27	At_71C1
O82381	7758-73-8	5398649	53	UGT71C1	UGT71C1	5,7-Dihydroxy-4-phenylcoumarin	28	At_71C1
O82381	32507-66-7	5318650	53	UGT71C1	UGT71C1	Isorhapontigenin	82	At_71C1
O82381	17817-31-1	5284649	53	UGT71C1	UGT71C1	6,7,4'-Trihydroxyisoflavone	16	At_71C1
O82381	487-52-5	5281222	53	UGT71C1	UGT71C1	Butein	100	At_71C1
O82381	20575-57-9	5280448	53	UGT71C1	UGT71C1	Calycosin	55	At_71C1
O82381	480-11-5	5320315	53	UGT71C1	UGT71C1	Oroxylin A	45	At_71C1
O82381	104594-70-9	5281787	53	UGT71C1	UGT71C1	Caffeic Acid Phenethyl Ester	97	At_71C1
O82381	2957-21-3	73571	53	UGT71C1	UGT71C1	Sakuranetin	4	At_71C1
O82381	552-58-9	440735	53	UGT71C1	UGT71C1	Eriodictyol	87	At_71C1
O82381	480-20-6	122850	53	UGT71C1	UGT71C1	Aromadendrin	58	At_71C1
O82381	1447-88-7	5281628	53	UGT71C1	UGT71C1	Hispidulin	74	At_71C1
O82381	548-77-6	5281811	53	UGT71C1	UGT71C1	Tectorigenin	20	At_71C1
O82381	37308-75-1	6293081	53	UGT71C1	UGT71C1	Flavokawain C	0	At_71C1
O82381	500-38-9	4534	53	UGT71C1	UGT71C1	Nordihydroguaiaretic acid	10	At_71C1
O82381	102036-29-3	13846689	53	UGT71C1	UGT71C1	Protosappanin B	0	At_71C1
O82381	108853-14-1	176096	53	UGT71C1	UGT71C1	Dendrophenol	49	At_71C1
O82381	520-11-6	5317284	53	UGT71C1	UGT71C1	6-Methoxyluteolin	87	At_71C1
O82381	41060-15-5	5320053	53	UGT71C1	UGT71C1	Neobavaisoflavone	33	At_71C1
O82381	19879-32-4	5321775	53	UGT71C1	UGT71C1	Bavachin	44	At_71C1
O82381	67979-25-3	155011	53	UGT71C1	UGT71C1	Aurantio-obtusin	12	At_71C1
O82381	18085-97-7	5379096	53	UGT71C1	UGT71C1	Jaceosidin	78	At_71C1
O82381	906-33-2	5280633	53	UGT71C1	UGT71C1	Neochlorogenic acid	0	At_71C1
O82381	548-76-5	5464170	53	UGT71C1	UGT71C1	Irigenin	56	At_71C1
O82381	27208-80-6	5281718	53	UGT71C1	UGT71C1	Polydatin	0	At_71C1
O22822	500-65-2	5320954	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	Rhapontigenin	4	At_74F2
O22822	446-72-0	5280961	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	Genistein	3	At_74F2
O22822	520-36-5	5280443	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	Apigenin	33	At_74F2
O22822	491-70-3	5280445	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	Luteolin	6	At_74F2
O22822	4773-96-0	5281647	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	Mangiferin	0	At_74F2
O22822	3681-93-4	5280441	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	Vitexin	0	At_74F2
O22822	1126-61-0	70775	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	4-Allylpyrocatechol	0	At_74F2
O22822	13677-79-7	83651	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	2,3,4-Trihydroxybenzoic acid	0	At_74F2
O22822	451-13-8	780	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	Homogentisic acid	0	At_74F2
O22822	31721-94-5	5281343	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	5,7-Dihydroxychromone	100	At_74F2
O22822	1983-81-9	54679630	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	4,7-DIHYDROXYCOUMARIN	0	At_74F2
O22822	708-53-2	12820	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	2',3'-Dihydroxy-4'-methoxyacetophenone	100	At_74F2
O22822	529-84-0	5319502	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	4-Methylesculetin	0	At_74F2
O22822	2107-76-8	5354284	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	4-Methyllimetol	0	At_74F2
O22822	3843-74-1	689075	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	Methyl caffeate acid	1	At_74F2
O22822	4707-47-5	238398	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	Atraric acid	1	At_74F2
O22822	69039-02-7	155240	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	Hydroxytyrosol Acetate	3	At_74F2
O22822	121-79-9	4947	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	Propyl gallate	3	At_74F2
O22822	606-12-2	220295	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	2,4'-Dihydroxybenzophenone	1	At_74F2
O22822	531-95-3	91469	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	Equol	2	At_74F2
O22822	33626-08-3	6255462	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	4'-Methoxyresveratrol	1	At_74F2
O22822	86361-55-9	45382232	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	Gnetol	0	At_74F2
O22822	842-01-3	5413034	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	7,8-Dihydroxy-4-phenylcoumarin	1	At_74F2
O22822	7758-73-8	5398649	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	5,7-Dihydroxy-4-phenylcoumarin	0	At_74F2
O22822	32507-66-7	5318650	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	Isorhapontigenin	1	At_74F2
O22822	17817-31-1	5284649	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	6,7,4'-Trihydroxyisoflavone	2	At_74F2
O22822	487-52-5	5281222	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	Butein	4	At_74F2
O22822	20575-57-9	5280448	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	Calycosin	6	At_74F2
O22822	480-11-5	5320315	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	Oroxylin A	3	At_74F2
O22822	104594-70-9	5281787	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	Caffeic Acid Phenethyl Ester	2	At_74F2
O22822	2957-21-3	73571	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	Sakuranetin	10	At_74F2
O22822	552-58-9	440735	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	Eriodictyol	19	At_74F2
O22822	480-20-6	122850	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	Aromadendrin	2	At_74F2
O22822	1447-88-7	5281628	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	Hispidulin	2	At_74F2
O22822	548-77-6	5281811	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	Tectorigenin	1	At_74F2
O22822	37308-75-1	6293081	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	Flavokawain C	7	At_74F2
O22822	500-38-9	4534	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	Nordihydroguaiaretic acid	0	At_74F2
O22822	102036-29-3	13846689	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	Protosappanin B	0	At_74F2
O22822	108853-14-1	176096	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	Dendrophenol	1	At_74F2
O22822	520-11-6	5317284	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	6-Methoxyluteolin	3	At_74F2
O22822	41060-15-5	5320053	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	Neobavaisoflavone	33	At_74F2
O22822	19879-32-4	5321775	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	Bavachin	10	At_74F2
O22822	67979-25-3	155011	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	Aurantio-obtusin	0	At_74F2
O22822	18085-97-7	5379096	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	Jaceosidin	1	At_74F2
O22822	906-33-2	5280633	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	Neochlorogenic acid	0	At_74F2
O22822	548-76-5	5464170	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	Irigenin	0	At_74F2
O22822	27208-80-6	5281718	117	UGT74F2 (Arabidopsis thaliana)	UGT74F2	Polydatin	0	At_74F2
O22820	500-65-2	5320954	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	Rhapontigenin	3	At_74F1
O22820	446-72-0	5280961	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	Genistein	12	At_74F1
O22820	520-36-5	5280443	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	Apigenin	25	At_74F1
O22820	491-70-3	5280445	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	Luteolin	49	At_74F1
O22820	4773-96-0	5281647	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	Mangiferin	0	At_74F1
O22820	3681-93-4	5280441	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	Vitexin	0	At_74F1
O22820	1126-61-0	70775	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	4-Allylpyrocatechol	0	At_74F1
O22820	13677-79-7	83651	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	2,3,4-Trihydroxybenzoic acid	0	At_74F1
O22820	451-13-8	780	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	Homogentisic acid	0	At_74F1
O22820	31721-94-5	5281343	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	5,7-Dihydroxychromone	0	At_74F1
O22820	1983-81-9	54679630	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	4,7-DIHYDROXYCOUMARIN	0	At_74F1
O22820	708-53-2	12820	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	2',3'-Dihydroxy-4'-methoxyacetophenone	2	At_74F1
O22820	529-84-0	5319502	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	4-Methylesculetin	0	At_74F1
O22820	2107-76-8	5354284	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	4-Methyllimetol	0	At_74F1
O22820	3843-74-1	689075	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	Methyl caffeate acid	9	At_74F1
O22820	4707-47-5	238398	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	Atraric acid	0	At_74F1
O22820	69039-02-7	155240	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	Hydroxytyrosol Acetate	1	At_74F1
O22820	121-79-9	4947	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	Propyl gallate	2	At_74F1
O22820	606-12-2	220295	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	2,4'-Dihydroxybenzophenone	0	At_74F1
O22820	531-95-3	91469	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	Equol	1	At_74F1
O22820	33626-08-3	6255462	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	4'-Methoxyresveratrol	5	At_74F1
O22820	86361-55-9	45382232	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	Gnetol	2	At_74F1
O22820	842-01-3	5413034	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	7,8-Dihydroxy-4-phenylcoumarin	3	At_74F1
O22820	7758-73-8	5398649	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	5,7-Dihydroxy-4-phenylcoumarin	0	At_74F1
O22820	32507-66-7	5318650	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	Isorhapontigenin	1	At_74F1
O22820	17817-31-1	5284649	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	6,7,4'-Trihydroxyisoflavone	0	At_74F1
O22820	487-52-5	5281222	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	Butein	4	At_74F1
O22820	20575-57-9	5280448	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	Calycosin	8	At_74F1
O22820	480-11-5	5320315	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	Oroxylin A	12	At_74F1
O22820	104594-70-9	5281787	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	Caffeic Acid Phenethyl Ester	14	At_74F1
O22820	2957-21-3	73571	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	Sakuranetin	0	At_74F1
O22820	552-58-9	440735	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	Eriodictyol	8	At_74F1
O22820	480-20-6	122850	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	Aromadendrin	4	At_74F1
O22820	1447-88-7	5281628	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	Hispidulin	6	At_74F1
O22820	548-77-6	5281811	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	Tectorigenin	3	At_74F1
O22820	37308-75-1	6293081	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	Flavokawain C	35	At_74F1
O22820	500-38-9	4534	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	Nordihydroguaiaretic acid	0	At_74F1
O22820	102036-29-3	13846689	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	Protosappanin B	0	At_74F1
O22820	108853-14-1	176096	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	Dendrophenol	1	At_74F1
O22820	520-11-6	5317284	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	6-Methoxyluteolin	44	At_74F1
O22820	41060-15-5	5320053	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	Neobavaisoflavone	3	At_74F1
O22820	19879-32-4	5321775	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	Bavachin	2	At_74F1
O22820	67979-25-3	155011	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	Aurantio-obtusin	0	At_74F1
O22820	18085-97-7	5379096	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	Jaceosidin	53	At_74F1
O22820	906-33-2	5280633	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	Neochlorogenic acid	0	At_74F1
O22820	548-76-5	5464170	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	Irigenin	4	At_74F1
O22820	27208-80-6	5281718	118	UGT74F1 (Arabidopsis thaliana)	UGT74F1	Polydatin	1	At_74F1
A0A2P0QDF6	500-65-2	5320954	121	UGT 5 de Aloe vera (GT1)		Rhapontigenin	39	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	446-72-0	5280961	121	UGT 5 de Aloe vera (GT1)		Genistein	43	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	520-36-5	5280443	121	UGT 5 de Aloe vera (GT1)		Apigenin	89	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	491-70-3	5280445	121	UGT 5 de Aloe vera (GT1)		Luteolin	86	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	4773-96-0	5281647	121	UGT 5 de Aloe vera (GT1)		Mangiferin	0	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	3681-93-4	5280441	121	UGT 5 de Aloe vera (GT1)		Vitexin	1	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	1126-61-0	70775	121	UGT 5 de Aloe vera (GT1)		4-Allylpyrocatechol	7	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	13677-79-7	83651	121	UGT 5 de Aloe vera (GT1)		2,3,4-Trihydroxybenzoic acid	0	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	451-13-8	780	121	UGT 5 de Aloe vera (GT1)		Homogentisic acid	0	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	31721-94-5	5281343	121	UGT 5 de Aloe vera (GT1)		5,7-Dihydroxychromone	21	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	1983-81-9	54679630	121	UGT 5 de Aloe vera (GT1)		4,7-DIHYDROXYCOUMARIN	30	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	708-53-2	12820	121	UGT 5 de Aloe vera (GT1)		2',3'-Dihydroxy-4'-methoxyacetophenone	24	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	529-84-0	5319502	121	UGT 5 de Aloe vera (GT1)		4-Methylesculetin	16	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	2107-76-8	5354284	121	UGT 5 de Aloe vera (GT1)		4-Methyllimetol	82	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	3843-74-1	689075	121	UGT 5 de Aloe vera (GT1)		Methyl caffeate acid	42	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	4707-47-5	238398	121	UGT 5 de Aloe vera (GT1)		Atraric acid	64	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	69039-02-7	155240	121	UGT 5 de Aloe vera (GT1)		Hydroxytyrosol Acetate	2	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	121-79-9	4947	121	UGT 5 de Aloe vera (GT1)		Propyl gallate	36	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	606-12-2	220295	121	UGT 5 de Aloe vera (GT1)		2,4'-Dihydroxybenzophenone	43	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	531-95-3	91469	121	UGT 5 de Aloe vera (GT1)		Equol	17	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	33626-08-3	6255462	121	UGT 5 de Aloe vera (GT1)		4'-Methoxyresveratrol	9	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	86361-55-9	45382232	121	UGT 5 de Aloe vera (GT1)		Gnetol	2	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	842-01-3	5413034	121	UGT 5 de Aloe vera (GT1)		7,8-Dihydroxy-4-phenylcoumarin	60	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	7758-73-8	5398649	121	UGT 5 de Aloe vera (GT1)		5,7-Dihydroxy-4-phenylcoumarin	36	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	32507-66-7	5318650	121	UGT 5 de Aloe vera (GT1)		Isorhapontigenin	28	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	17817-31-1	5284649	121	UGT 5 de Aloe vera (GT1)		6,7,4'-Trihydroxyisoflavone	67	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	487-52-5	5281222	121	UGT 5 de Aloe vera (GT1)		Butein	81	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	20575-57-9	5280448	121	UGT 5 de Aloe vera (GT1)		Calycosin	88	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	480-11-5	5320315	121	UGT 5 de Aloe vera (GT1)		Oroxylin A	55	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	104594-70-9	5281787	121	UGT 5 de Aloe vera (GT1)		Caffeic Acid Phenethyl Ester	58	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	2957-21-3	73571	121	UGT 5 de Aloe vera (GT1)		Sakuranetin	88	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	552-58-9	440735	121	UGT 5 de Aloe vera (GT1)		Eriodictyol	31	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	480-20-6	122850	121	UGT 5 de Aloe vera (GT1)		Aromadendrin	41	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	1447-88-7	5281628	121	UGT 5 de Aloe vera (GT1)		Hispidulin	66	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	548-77-6	5281811	121	UGT 5 de Aloe vera (GT1)		Tectorigenin	17	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	37308-75-1	6293081	121	UGT 5 de Aloe vera (GT1)		Flavokawain C	91	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	500-38-9	4534	121	UGT 5 de Aloe vera (GT1)		Nordihydroguaiaretic acid	85	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	102036-29-3	13846689	121	UGT 5 de Aloe vera (GT1)		Protosappanin B	1	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	108853-14-1	176096	121	UGT 5 de Aloe vera (GT1)		Dendrophenol	21	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	520-11-6	5317284	121	UGT 5 de Aloe vera (GT1)		6-Methoxyluteolin	100	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	41060-15-5	5320053	121	UGT 5 de Aloe vera (GT1)		Neobavaisoflavone	84	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	19879-32-4	5321775	121	UGT 5 de Aloe vera (GT1)		Bavachin	61	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	67979-25-3	155011	121	UGT 5 de Aloe vera (GT1)		Aurantio-obtusin	42	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	18085-97-7	5379096	121	UGT 5 de Aloe vera (GT1)		Jaceosidin	77	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	906-33-2	5280633	121	UGT 5 de Aloe vera (GT1)		Neochlorogenic acid	36	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	548-76-5	5464170	121	UGT 5 de Aloe vera (GT1)		Irigenin	19	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A2P0QDF6	27208-80-6	5281718	121	UGT 5 de Aloe vera (GT1)		Polydatin	21	ARM65438.1 glycosyltransferase 5 [Aloe vera]
A0A1W6JGU2	500-65-2	5320954	123	UGT 3 de Aloe arborescens (GT1)		Rhapontigenin	10	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	446-72-0	5280961	123	UGT 3 de Aloe arborescens (GT1)		Genistein	40	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	520-36-5	5280443	123	UGT 3 de Aloe arborescens (GT1)		Apigenin	51	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	491-70-3	5280445	123	UGT 3 de Aloe arborescens (GT1)		Luteolin	92	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	4773-96-0	5281647	123	UGT 3 de Aloe arborescens (GT1)		Mangiferin	0	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	3681-93-4	5280441	123	UGT 3 de Aloe arborescens (GT1)		Vitexin	7	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	1126-61-0	70775	123	UGT 3 de Aloe arborescens (GT1)		4-Allylpyrocatechol	0	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	13677-79-7	83651	123	UGT 3 de Aloe arborescens (GT1)		2,3,4-Trihydroxybenzoic acid	0	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	451-13-8	780	123	UGT 3 de Aloe arborescens (GT1)		Homogentisic acid	0	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	31721-94-5	5281343	123	UGT 3 de Aloe arborescens (GT1)		5,7-Dihydroxychromone	10	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	1983-81-9	54679630	123	UGT 3 de Aloe arborescens (GT1)		4,7-DIHYDROXYCOUMARIN	3	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	708-53-2	12820	123	UGT 3 de Aloe arborescens (GT1)		2',3'-Dihydroxy-4'-methoxyacetophenone	4	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	529-84-0	5319502	123	UGT 3 de Aloe arborescens (GT1)		4-Methylesculetin	6	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	2107-76-8	5354284	123	UGT 3 de Aloe arborescens (GT1)		4-Methyllimetol	18	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	3843-74-1	689075	123	UGT 3 de Aloe arborescens (GT1)		Methyl caffeate acid	16	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	4707-47-5	238398	123	UGT 3 de Aloe arborescens (GT1)		Atraric acid	13	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
A0A1W6JGU2	69039-02-7	155240	123	UGT 3 de Aloe arborescens (GT1)		Hydroxytyrosol Acetate	0	ARM65439.1 glycosyltransferase 3 [Aloe arborescens]
