enzyme	cid
QNS26324.1 UDP-glycosyltransferase UGT33AL2 [Ostrinia furnacalis]	50591
QNS26325.1 UDP-glycosyltransferase UGT33AM1 [Ostrinia furnacalis]	50591
QNS26326.1 UDP-glycosyltransferase UGT40AJ2 [Ostrinia furnacalis]	50591
QNS26327.1 UDP-glycosyltransferase UGT40AP2, partial [Ostrinia furnacalis]	50591
QNS26328.1 UDP-glycosyltransferase UGT40AN6 [Ostrinia furnacalis]	50591
QNS26330.1 UDP-glycosyltransferase UGT40AK4 [Ostrinia furnacalis]	50591
QNS26331.1 UDP-glycosyltransferase UGT41G1 [Ostrinia furnacalis]	50591
QNS26332.1 UDP-glycosyltransferase UGT42C7 [Ostrinia furnacalis]	50591
QNS26333.1 UDP-glycosyltransferase UGT44A15 [Ostrinia furnacalis]	50591
QNT13160.1 flavonol glycoside 4'-O-xylosyltransferase [Crocosmia x crocosmiiflora]	50591
QNT13161.1 flavonol glycoside 1,4-rhamnosyltransferase [Crocosmia x crocosmiiflora]	50591
QNT71994.1 UDP-glucosyltransferase [Bacillus licheniformis]	50591
QNT74391.1 glycosyl transferase family 1 [Bacillus licheniformis]	50591
QNT96713.1 glycosyltransferase [Streptomyces griseofuscus]	50591
QNT98148.1 glycosyl transferase (plasmid) [Streptomyces griseofuscus]	50591
QNU00846.1 glycosyl transferase family 1 [Bacillus licheniformis]	50591
QNU01120.1 UDP-glucosyltransferase [Bacillus licheniformis]	50591
QNU02105.1 UDP-glucosyltransferase [Bacillus licheniformis]	50591
QNU05254.1 glycosyl transferase family 1 [Peribacillus butanolivorans]	50591
QNU13183.1 3-O-glucosyltransferase [Paeonia suffruticosa]	50591
QNU43994.1 glycosyltransferase family 1 protein [Mixta calida]	50591
QNV47783.1 ecdysteroid UDP-glucosyl transferase [Spodoptera eridania nucleopolyhedrovirus]	50591
QOC95373.1 UDP glycosyltransferase [Micromonospora craniellae]	50591
QOD39011.1 C-glycosyltransferase [Dendrobium catenatum]	50591
QOD40090.1 egt [Matsumuraeses phaseoli granulovirus]	50591
QOD98755.1 glycosyl transferase family 1 [Bacillus amyloliquefaciens]	50591
QOE01072.1 UDP-glucosyltransferase [Bacillus amyloliquefaciens]	50591
QOE02298.1 UDP-glucosyltransferase [Bacillus amyloliquefaciens]	50591
QOE02511.1 glycosyl transferase family 1 [Bacillus amyloliquefaciens]	50591
QOE04737.1 UDP-glucosyltransferase [Bacillus amyloliquefaciens]	50591
QOE05317.1 UDP-glucosyltransferase [Bacillus amyloliquefaciens]	50591
QOG20315.1 glycosyltransferase [Bradyrhizobium sp. SEMIA]	50591
QOH32037.1 glycosyltransferase, MGT family protein [Burkholderia cepacia]	50591
QOH63865.1 glycosyl transferase [Paenibacillus polymyxa]	50591
QOH63875.1 UDP-glucosyltransferase [Paenibacillus polymyxa]	50591
QOH65329.1 UDP-glucosyltransferase [Bacillus amyloliquefaciens]	50591
QOH65906.1 UDP-glucosyltransferase [Bacillus amyloliquefaciens]	50591
QOH66568.1 glycosyl transferase family 1 [Bacillus amyloliquefaciens]	50591
QOH86207.1 salmochelin biosynthesis C-glycosyltransferase IroB (plasmid) [Escherichia coli]	50591
QOI54724.1 glycosyltransferase family 1 protein [Rouxiella badensis]	50591
QOI60671.1 UDP-glucosyltransferase [Mythimna separata]	50591
QOI79385.1 UDP-glycosyltransferase [Rheum palmatum]	50591
QOI79386.1 UDP-glycosyltransferase 71U1 [Rheum palmatum]	50591
QOI79387.1 UDP-glycosyltransferase 76F1 [Rheum palmatum]	50591
QOI79388.1 UDP-glycosyltransferase 92A1 [Rheum palmatum]	50591
QOI79389.1 UDP-glycosyltransferase [Rheum officinale]	50591
QOI79390.1 UDP-glycosyltransferase 87A1-like protein [Rheum officinale]	50591
QOI79391.1 UDP-glycosyltransferase 76F1 [Rheum officinale]	50591
QOI79392.1 UDP-glycosyltransferase 87A2-like protein [Rheum officinale]	50591
QOI79393.1 glycosyltransferase [Rheum officinale]	50591
QOI79394.1 UDP-glycosyltransferase 92A1 [Rheum officinale]	50591
QOI93842.1 glycosyltransferase [Aeromonas salmonicida subsp. masoucida]	50591
QOJ43658.1 UDP-glycosyltransferase 75L12 [Camellia sinensis var. assamica]	50591
QOJ43659.1 UDP-glycosyltransferase [Camellia sinensis var. assamica]	50591
QOJ43864.1 UDP-glycosyltransferase [Panax notoginseng]	50591
QOJ43865.1 UDP-glycosyltransferase [Panax notoginseng]	50591
QOJ43866.1 UDP-glycosyltransferase [Panax notoginseng]	50591
QOJ43867.1 UDP-glycosyltransferase [Panax notoginseng]	50591
QOJ43868.1 UDP-glycosyltransferase [Panax notoginseng]	50591
QOL02392.1 (iso)flavone 7 and 3'-O-glycosyltransferase [Iris domestica]	50591
QOL02393.1 (iso)flavone 7 and 3'-O-glycosyltransferase [Iris domestica]	50591
QOL02394.1 (iso)flavone 7 and 3'-O-glycosyltransferase [Iris domestica]	50591
QOL02395.1 (iso)flavone 7 and 3'-O-glycosyltransferase [Iris domestica]	50591
QOL02396.1 (iso)flavone 7 and 3'-O-glycosyltransferase [Iris domestica]	50591
QOL02397.1 (iso)flavone 7 and 3'-O-glycosyltransferase [Iris domestica]	50591
QOL02398.1 (iso)flavone 7 and 3'-O-glycosyltransferase [Iris domestica]	50591
QOL02399.1 (iso)flavone 7 and 3'-O-glycosyltransferase [Iris domestica]	50591
QOL13526.1 glycosyltransferase [Dickeya dianthicola]	50591
QOL51614.1 glycosyltransferase family 1 protein [Massilia sp. LPB0304]	50591
QOP57917.1 DOPA5GT [Amaranthus tricolor]	50591
QOQ53413.1 glycosyl transferase family 1 [Bacillus amyloliquefaciens]	50591
QOQ55616.1 UDP-glucosyltransferase [Bacillus amyloliquefaciens]	50591
QOQ56179.1 UDP-glucosyltransferase [Bacillus amyloliquefaciens]	50591
QOS64967.1 glycosyl transferase [Rhodococcus qingshengii]	50591
QOS78804.1 glycosyl transferase family 1 [Paenibacillus sp. JNUCC-31]	50591
QOS79479.1 glycosyl transferase [Paenibacillus sp. JNUCC-31]	50591
QOS82134.1 glycosyl transferase [Paenibacillus sp. JNUCC-31]	50591
QOS91021.1 glycosyltransferase [Brevibacillus sp. JNUCC-41]	50591
QOT97852.1 putative glycosyl transferase [Serratia marcescens]	50591
QOU08781.1 UF3GT [Triadica sebifera]	50591
QOV21340.1 glycosyltransferase [Anabaenopsis elenkinii CCIBt3563]	50591
QOV34578.1 glycosyltransferase family 1 protein [Streptomyces ferrugineus]	50591
QOV34790.1 macrolide-inactivating glycosyltransferase [Streptomyces ferrugineus]	50591
QOV35715.1 hypothetical protein IM697_37640 [Streptomyces ferrugineus]	50591
QOV43651.1 macrolide-inactivating glycosyltransferase [Streptomyces chromofuscus]	50591
QOV43740.1 hypothetical protein IPT68_29230 [Streptomyces chromofuscus]	50591
QOV44771.1 oleandomycin glycosyltransferase [Streptomyces chromofuscus]	50591
QOV44871.1 oleandomycin glycosyltransferase [Streptomyces chromofuscus]	50591
QOV49124.1 UDP-glucosyltransferase [Bacillus altitudinis]	50591
QOV56107.1 glycosyltransferase [Serratia marcescens]	50591
QOV91970.1 glycosyltransferase family 1 protein [Humisphaera borealis]	50591
QOW28314.1 glycosyl transferase [Bacillus cereus]	50591
QOW35011.1 glycosyltransferase family 1 protein [Nocardia seriolae]	50591
QOX85964.1 glucosyltransferase [Clostridioides difficile]	50591
QOZ68013.1 glycosyltransferase [Bradyrhizobium arachidis]	50591
QOZ94335.1 glycosyltransferase [Pseudomonas stutzeri]	50591
QPA01351.1 hypothetical protein DI273_22315 [Streptomyces violascens]	50591
QPA01432.1 glycosyl transferase [Streptomyces violascens]	50591
QPA02509.1 glycosyltransferase [Streptomyces violascens]	50591
QPA18368.1 UDP-gluconosyltransferase [Trialeurodes vaporariorum]	50591
QPA31114.1 glycosyltransferase [Anoxybacillus caldiproteolyticus]	50591
QPA41038.1 glycosyl transferase [Bacillus paranthracis]	50591
QPA41652.1 glycosyl transferase family 1 [Bacillus paranthracis]	50591
QPA46791.1 glycosyl transferase [Bacillus cereus]	50591
QPA47404.1 glycosyl transferase family 1 [Bacillus cereus]	50591
QPA51956.1 glucosyltransferase [Lysinibacillus sphaericus]	50591
QPA56483.1 glucosyltransferase [Lysinibacillus sphaericus]	50591
QPA60865.1 glucosyltransferase [Lysinibacillus sphaericus]	50591
QPB70553.1 O-glycosyltransferase [Carthamus tinctorius]	50591
QPC62580.1 hypothetical protein HYE67_004811 [Fusarium culmorum]	50591
QPC66669.1 hypothetical protein HYE67_008900 [Fusarium culmorum]	50591
QPC75432.1 hypothetical protein HYE68_006184 [Fusarium pseudograminearum]	50591
QPC83176.1 glycosyltransferase family 1 protein [Anaerolinea sp. 'rifampicinis']	50591
QPC97358.1 2-hydroxyflavanone C-glycosyltransferase [Viola tricolor]	50591
QPC97359.1 2-hydroxyflavanone C-arabinosyltransferase [Viola tricolor]	50591
QPE04084.1 glycosyltransferase family 1 protein [Microbacterium schleiferi]	50591
QPF47162.1 UDP-glucose:flavonoid 3-o-glucosyltransferase [Clarkia gracilis subsp. sonomensis]	50591
QPF47163.1 UDP-glucose:flavonoid 3-o-glucosyltransferase [Clarkia gracilis subsp. sonomensis]	50591
QPF86550.1 glycosyltransferase family 1 protein [Bradyrhizobium genosp. L]	50591
QPF89911.1 glycosyltransferase [Bradyrhizobium genosp. B]	50591
QPF94801.1 glycosyltransferase [Bradyrhizobium genosp. B]	50591
QPG16355.1 UDP-glucosyltransferase [Bacillus siamensis]	50591
QPG18660.1 glycosyl transferase family 1 [Bacillus siamensis]	50591
QPG19336.1 UDP-glucosyltransferase [Bacillus siamensis]	50591
QPG20470.1 UDP-glucosyltransferase [Bacillus amyloliquefaciens]	50591
QPG21039.1 UDP-glucosyltransferase [Bacillus amyloliquefaciens]	50591
QPG23345.1 glycosyl transferase family 1 [Bacillus amyloliquefaciens]	50591
QPG88844.1 glycosyl transferase [Rhodococcus qingshengii]	50591
QPG93588.1 hypothetical protein C2857_001049 [Epichloe festucae Fl1]	50591
QPH11511.1 hypothetical protein C2857_003292 [Epichloe festucae Fl1]	50591
QPH42167.1 glycosyltransferase [Pseudomonas fulva]	50591
QPH47231.1 glycosyltransferase [Pseudomonas fulva]	50591
QPI09261.1 glycosyltransferase family 1 protein [Pseudomonas stutzeri]	50591
QPI22307.1 glycosyl transferase family 1 [Bacillus licheniformis]	50591
QPI22607.1 UDP-glucosyltransferase [Bacillus licheniformis]	50591
QPI23669.1 UDP-glucosyltransferase [Bacillus licheniformis]	50591
QPI34498.1 glycosyltransferase [Serratia sp. CMO1]	50591
QPI39465.1 glycosyltransferase [Mycobacterium kubicae]	50591
QPI44096.1 glycosyltransferase [Pectobacterium aroidearum]	50591
QPI54380.1 glycosyltransferase family 1 protein [Streptomyces solisilvae]	50591
QPI57141.1 glycosyl transferase [Streptomyces solisilvae]	50591
QPI59055.1 OleI family self-immunity macrolide glycosyltransferase [Streptomyces solisilvae]	50591
QPI59065.1 hypothetical protein I1A49_32895 [Streptomyces solisilvae]	50591
QPI61504.1 glycosyl transferase [Streptomyces solisilvae]	50591
QPI70909.1 anthocyanidin-3-glucoside rhamnosyltransferase [Lilium hybrid cultivar]	50591
QPI83571.1 glycosyl transferase [Bacillus paranthracis]	50591
QPI84008.1 UDP-glucosyltransferase [Bacillus paranthracis]	50591
QPI84140.1 glycosyl transferase family 1 [Bacillus paranthracis]	50591
QPJ58134.1 7-deoxyloganetic acid glucosyltransferase-like protein [Dendrobium nobile]	50591
QPJ58135.1 7-deoxyloganetic acid glucosyltransferase-like protein [Dendrobium nobile]	50591
QPJ58137.1 7-deoxyloganetin glucosyltransferase-like protein [Dendrobium nobile]	50591
QPJ58138.1 7-deoxyloganetin glucosyltransferase-like protein [Dendrobium nobile]	50591
QPJ58139.1 7-deoxyloganetin glucosyltransferase-like protein [Dendrobium nobile]	50591
QPJ58140.1 7-deoxyloganetin glucosyltransferase-like protein [Dendrobium nobile]	50591
QPJ58189.1 UDP-glycosyltransferase 83a1-like protein [Dendrobium nobile]	50591
QPJ58190.1 UDP-glycosyltransferase 83a1-like protein [Dendrobium nobile]	50591
QPJ58191.1 UDP-glycosyltransferase 83a1-like protein [Dendrobium nobile]	50591
QPJ58192.1 UDP-glycosyltransferase 87a1 [Dendrobium nobile]	50591
QPJ85333.1 glycosyl transferase [Sarcina sp. JB2]	50591
QPJ85337.1 glycosyl transferase [Sarcina sp. JB2]	50591
QPJ85338.1 glycosyl transferase [Sarcina sp. JB2]	50591
QPJ85376.1 glycosyl transferase [Sarcina sp. JB2]	50591
QPJ85391.1 glycosyl transferase [Sarcina sp. JB2]	50591
QPJ85450.1 glycosyl transferase [Sarcina sp. JB2]	50591
QPJ86406.1 glycosyl transferase [Sarcina sp. JB2]	50591
QPJ86410.1 glycosyl transferase [Sarcina sp. JB2]	50591
QPJ91453.1 glycosyltransferase [Serratia marcescens]	50591
QPK20598.1 glycosyltransferase [Pectobacterium parmentieri]	50591
QPK43673.1 macrolide-inactivating glycosyltransferase [Streptomyces gardneri]	50591
QPK53343.1 UDP-glucosyltransferase [Paenibacillus polymyxa]	50591
QPK53354.1 glycosyl transferase [Paenibacillus polymyxa]	50591
QPK58426.1 UDP-glucosyltransferase [Paenibacillus polymyxa]	50591
QPK58437.1 glycosyl transferase [Paenibacillus polymyxa]	50591
QPK97838.1 glycosyltransferase [Clostridioides difficile R20291]	50591
QPL01493.1 glycosyltransferase [Clostridioides difficile]	50591
QPL12625.1 UDP-glycosyltransferase [Mayetiola destructor]	50591
QPL36535.1 glycosyltransferase family 1 protein [Thalassospira sp. B30-1]	50591
QPL62183.1 macrolide-inactivating glycosyltransferase [Streptomyces clavuligerus]	50591
QPL66160.1 glycosyl transferase [Streptomyces clavuligerus]	50591
QPL68216.1 macrolide-inactivating glycosyltransferase [Streptomyces clavuligerus]	50591
QPL71735.1 glycosyl transferase [Streptomyces clavuligerus]	50591
QPL74292.1 macrolide-inactivating glycosyltransferase [Streptomyces clavuligerus]	50591
QPL78272.1 glycosyl transferase [Streptomyces clavuligerus]	50591
QPL80320.1 macrolide-inactivating glycosyltransferase [Streptomyces clavuligerus]	50591
QPL84297.1 glycosyl transferase [Streptomyces clavuligerus]	50591
QPL85863.1 glycosyl transferase [Streptomyces clavuligerus]	50591
QPL89840.1 macrolide-inactivating glycosyltransferase [Streptomyces clavuligerus]	50591
QPL92574.1 macrolide-inactivating glycosyltransferase [Streptomyces clavuligerus]	50591
QPL96243.1 glycosyl transferase [Streptomyces clavuligerus]	50591
QPL98286.1 macrolide-inactivating glycosyltransferase [Streptomyces clavuligerus]	50591
QPM02269.1 glycosyl transferase [Streptomyces clavuligerus]	50591
QPM04302.1 macrolide-inactivating glycosyltransferase [Streptomyces clavuligerus]	50591
QPM08284.1 glycosyl transferase [Streptomyces clavuligerus]	50591
QPM09732.1 glycosyl transferase [Streptomyces clavuligerus]	50591
QPM13707.1 macrolide-inactivating glycosyltransferase [Streptomyces clavuligerus]	50591
QPM16359.1 macrolide-inactivating glycosyltransferase [Streptomyces clavuligerus]	50591
QPM20342.1 glycosyl transferase [Streptomyces clavuligerus]	50591
QPM22599.1 macrolide-inactivating glycosyltransferase [Streptomyces clavuligerus]	50591
QPM26582.1 glycosyl transferase [Streptomyces clavuligerus]	50591
QPM75186.1 glycosyltransferase [Staphylococcus sp. 23_2_7_LY]	50591
QPM80024.1 glycosyltransferase family 1 protein [Myxococcus xanthus]	50591
QPN62709.1 glycosyltransferase [Synechococcus sp. CBW1004]	50591
QPN69900.1 glycosyltransferase [Synechococcus sp. CBW1108]	50591
QPO12805.1 glycosyltransferase family 1 protein [Thalassospira sp. A40-3]	50591
QPQ31223.1 glycosyltransferase [Lysinibacillus sp. JNUCC-51]	50591
QPQ37862.1 glycosyl transferase family 1 [Bacillus amyloliquefaciens]	50591
QPQ40132.1 UDP-glucosyltransferase [Bacillus amyloliquefaciens]	50591
QPQ41347.1 UDP-glucosyltransferase [Bacillus amyloliquefaciens]	50591
QPW17759.1 glycosyltransferase [Staphylococcus saprophyticus]	50591
QPW48254.1 glycosyl transferase family 1 [Bacillus thuringiensis]	50591
QPW48922.1 glycosyl transferase [Bacillus thuringiensis]	50591
QPZ41413.1 UDP-glucosyltransferase [Bacillus halotolerans]	50591
QPZ41777.1 UDP-glucosyltransferase [Bacillus halotolerans]	50591
QPZ43813.1 glycosyl transferase family 1 [Bacillus halotolerans]	50591
QPZ56408.1 anthocyanin 3'-O-beta-glucosyltransferase 1 [Curcuma alismatifolia]	50591
QQA17872.1 glycosyl transferase [Bacillus mycoides]	50591
QQA18391.1 UDP-glucosyltransferase [Bacillus mycoides]	50591
QQA18480.1 glycosyl transferase family 1 [Bacillus mycoides]	50591
QQA23675.1 UDP-glucosyltransferase [Bacillus cereus]	50591
QQA24143.1 glycosyl transferase [Bacillus cereus]	50591
QQA72380.1 glycosyl transferase family 1 [Bacillus licheniformis]	50591
QQA72658.1 UDP-glucosyltransferase [Bacillus licheniformis]	50591
QQA73637.1 UDP-glucosyltransferase [Bacillus licheniformis]	50591
QQA75024.1 glycosyltransferase [Pectobacterium parmentieri]	50591
QQA86875.1 glycosyltransferase [Pseudomonas aeruginosa]	50591
QQA94777.1 salmochelin biosynthesis C-glycosyltransferase IroB [Escherichia coli]	50591
QQB74616.1 glycosyltransferase family 1 protein [Fusobacterium canifelinum]	50591
QQC38299.1 glycosyltransferase [Staphylococcus pettenkoferi]	50591
QQC46951.1 glycosyltransferase family 1 protein [Corynebacterium bovis]	50591
QQD25466.1 glycosyl transferase [Oceanospirillaceae bacterium xL5]	50591
QQD46995.1 glycosyl transferase [Bacillus anthracis]	50591
QQD47453.1 UDP-glucosyltransferase [Bacillus anthracis]	50591
QQD80337.1 glycosyl transferase family 1 [Bacillus siamensis]	50591
QQD82605.1 UDP-glucosyltransferase [Bacillus siamensis]	50591
QQD83266.1 glycosyltransferase [Bacillus siamensis]	50591
QQE13821.1 glycosyltransferase [Planctomycetes bacterium]	50591
QQF61771.1 glycosyl transferase family 1 [Bacillus mojavensis]	50591
QQF62259.1 glycosyltransferase [Bacillus mojavensis]	50591
QQF64725.1 UDP-glucosyltransferase [Bacillus mojavensis]	50591
QQG29476.1 glycosyltransferase [Pectobacterium carotovorum]	50591
QQH93895.1 salmochelin biosynthesis C-glycosyltransferase IroB (plasmid) [Salmonella enterica subsp. enterica serovar Kentucky]	50591
QQJ43251.1 UDP-glycosyltransferase 1-GP [Mayetiola destructor]	50591
QQJ95719.1 glycosyltransferase family 1 protein [Burkholderia ambifaria]	50591
QQK45460.1 UDP-glucosyl transferase family protein [Penicillium digitatum]	50591
QQL01756.1 UDP-glycosyltransferase [Carex duriuscula subsp. rigescens]	50591
QQL47230.1 glycosyl transferase [Streptococcus mutans]	50591
QQM20652.1 glycosyl transferase [Rhodococcus sp. P-2]	50591
QQM38440.1 oleandomycin glycosyltransferase [Streptomyces sp. ZYC-3]	50591
QQM39105.1 glycosyltransferase family 1 protein [Streptomyces sp. ZYC-3]	50591
QQM40112.1 macrolide-inactivating glycosyltransferase [Streptomyces sp. ZYC-3]	50591
QQM94282.1 glycosyltransferase family 1 protein [Burkholderia glumae]	50591
QQN76747.1 glycosyl transferase [Streptomyces sp. XC 2026]	50591
QQN81267.1 glycosyl transferase family 1 [Bacillus toyonensis]	50591
QQN85565.1 glycosyl transferase [Bacillus toyonensis]	50591
QQN86036.1 UDP-glucosyltransferase [Bacillus toyonensis]	50591
QQP14532.1 glycosyltransferase [Lysinibacillus sp. FJAT-51161]	50591
QQP81499.1 glycosyl transferase [Bacillus sp. TK-2]	50591
QQP82119.1 UDP-glucosyltransferase [Bacillus sp. TK-2]	50591
QQP82264.1 glycosyl transferase family 1 [Bacillus sp. TK-2]	50591
QQQ80343.1 hypothetical protein IOD16_04475 [Saccharothrix sp. 6-C]	50591
QQR35307.1 glycosyltransferase family 1 protein [Devosia sp. G19]	50591
QQR38632.1 hypothetical protein JI748_12770 [Devosia sp. LEGU1]	50591
QQR40879.1 glycosyltransferase family 1 protein [Devosia sp. LEGU1]	50591
QQR44847.1 glycosyltransferase family 1 protein [Myxococcus xanthus]	50591
QQS88140.1 glycosyltransferase family 1 protein [Fusobacterium canifelinum]	50591
QQU65560.1 glycosyltransferase [Serratia ureilytica]	50591
QQV52990.1 glycosyltransferase [Staphylococcus sp. 11-B-312]	50591
QQW35491.1 glycosyltransferase [Mycobacterium marinum]	50591
QQX13848.1 UDP-glucosyltransferase [Bacillus altitudinis]	50591
QQX55902.1 glycosyltransferase [Serratia proteamaculans]	50591
QQY47544.1 glucosyltransferase [Clostridioides difficile]	50591
QQY48950.1 glucosyltransferase [Clostridioides difficile]	50591
QQY54141.1 glucosyltransferase [Clostridioides difficile]	50591
QQY55388.1 glucosyltransferase [Clostridioides difficile]	50591
QQY61516.1 glucosyltransferase [Clostridioides difficile]	50591
QQY64427.1 glucosyltransferase [Clostridioides difficile]	50591
QQZ03988.1 glycosyltransferase [Bacillus oleronius]	50591
QQZ11432.1 glycosyltransferase [Bacillus vini]	50591
QQZ13064.1 glycosyl transferase [Rhodococcus sp. 21391]	50591
QQZ57185.1 macrolide-inactivating glycosyltransferase [Streptomyces fulvissimus]	50591
QQZ59774.1 glycosyl transferase [Paenibacillus sonchi]	50591
QRA16665.1 glycosyl transferase [Staphylococcus pseudoxylosus]	50591
QRC51350.1 glucosyltransferase [Clostridium botulinum]	50591
SAY41371.1 4'-demethylrebeccamycin synthase [Serratia marcescens]	50591
SBO95993.1 putative glycosyltransferase [Nonomuraea gerenzanensis]	50591
SBO96093.1 Dolichol-phosphate mannosyltransferase in lipid-linked oligosaccharide synthesis cluster [Nonomuraea gerenzanensis]	50591
SBO99810.1 putative glycosyl transferase [Nonomuraea gerenzanensis]	50591
SBT42811.1 UDP:flavonoid glycosyltransferase YjiC, YdhE family [Micromonospora auratinigra]	50591
SBV30764.1 glycosyltransferase, MGT family [Micromonospora krabiensis]	50591
SCA84685.1 putative glycosyltransferase [Bacillus glycinifermentans]	50591
SCA85980.1 hypothetical protein BGLY_2157 [Bacillus glycinifermentans]	50591
SCA87781.1 putative glycosyltransferase [Bacillus glycinifermentans]	50591
SCF05299.1 glycosyltransferase, MGT family [Micromonospora coriariae]	50591
SCF27791.1 glycosyltransferase, MGT family [Micromonospora echinospora]	50591
SCF29420.1 polyene glycosyltransferase [Micromonospora echinospora]	50591
SCG14437.1 UDP:flavonoid glycosyltransferase YjiC, YdhE family [Micromonospora echinofusca]	50591
SCG16959.1 polyene glycosyltransferase [Micromonospora echinofusca]	50591
SCG47845.1 polyene glycosyltransferase [Micromonospora rifamycinica]	50591
SCG47902.1 polyene glycosyltransferase [Micromonospora rifamycinica]	50591
SCG75787.1 polyene glycosyltransferase [Micromonospora coxensis]	50591
SCG78352.1 glycosyltransferase, MGT family [Micromonospora echinaurantiaca]	50591
SCM61394.1 rhamnosyltransferase chain B [Pseudomonas aeruginosa]	50591
SDD28978.1 glycosyltransferase, MGT family [Auraticoccus monumenti]	50591
SDD90951.1 sterol 3beta-glucosyltransferase [Auraticoccus monumenti]	50591
SDG52976.1 UDP:flavonoid glycosyltransferase YjiC, YdhE family [Microbacterium pygmaeum]	50591
SDH48874.1 UDP:flavonoid glycosyltransferase YjiC, YdhE family [Leifsonia sp. 197AMF]	50591
SDI88896.1 UDP:flavonoid glycosyltransferase YjiC, YdhE family [Leifsonia sp. 466MF]	50591
SDJ91949.1 UDP:flavonoid glycosyltransferase YjiC, YdhE family [Leifsonia sp. 157MF]	50591
SDM42501.1 hypothetical protein SAMN04489726_1550 [Allokutzneria albata]	50591
SDM73441.1 sterol 3beta-glucosyltransferase [Allokutzneria albata]	50591
SDN50645.1 glycosyltransferase, MGT family [Allokutzneria albata]	50591
SDN66361.1 UDP:flavonoid glycosyltransferase YjiC, YdhE family [Allokutzneria albata]	50591
SDN92527.1 UDP:flavonoid glycosyltransferase YjiC, YdhE family [Leifsonia sp. 509MF]	50591
SDR88317.1 hypothetical protein SAMN04489717_0897 [Actinopolymorpha singaporensis]	50591
SDR92468.1 glycosyltransferase, MGT family [Microterricola viridarii]	50591
SDR95664.1 glycosyltransferase, MGT family [Agrococcus carbonis]	50591
SDS23541.1 sterol 3beta-glucosyltransferase [Brevibacterium sandarakinum]	50591
SDS34839.1 glycosyltransferase, MGT family [Agrococcus carbonis]	50591
SDS49198.1 UDP:flavonoid glycosyltransferase YjiC, YdhE family [Microbacterium paraoxydans]	50591
SDS61982.1 UDP:flavonoid glycosyltransferase YjiC, YdhE family [Streptomyces sp. TLI_053]	50591
SDS62301.1 dTDP-L-oleandrosyltransferase [Streptomyces sp. TLI_053]	50591
SDS66443.1 UDP:flavonoid glycosyltransferase YjiC, YdhE family [Microterricola viridarii]	50591
SDS84193.1 rhamnosyltransferase subunit B [Pseudomonas cedrina]	50591
SDS99031.1 UDP:flavonoid glycosyltransferase YjiC, YdhE family [Streptomyces sp. TLI_053]	50591
SDS99849.1 glycosyltransferase, MGT family [Microlunatus soli]	50591
SDT08458.1 UDP:flavonoid glycosyltransferase YjiC, YdhE family [Friedmanniella luteola]	50591
SDT17691.1 glycosyltransferase, MGT family [Pseudomonas cedrina]	50591
SDT37373.1 glycosyltransferase, MGT family [Agromyces flavus]	50591
SDT37681.1 sterol 3beta-glucosyltransferase [Mucilaginibacter mallensis]	50591
SDT53378.1 glycosyltransferase, MGT family [Paenibacillaceae bacterium GAS479]	50591
SDT59942.1 glycosyltransferase, MGT family [Bradyrhizobium canariense]	50591
SDT75081.1 glycosyltransferase, MGT family [Streptomyces sp. TLI_053]	50591
SDT77810.1 glycosyltransferase, MGT family [Streptomyces sp. 2114.2]	50591
SDT79939.1 glycosyltransferase, MGT family [Actinoplanes derwentensis]	50591
SDU29415.1 glycosyltransferase, MGT family [Amycolatopsis keratiniphila]	50591
SDU35605.1 glycosyltransferase, MGT family [Pseudomonas pohangensis]	50591
SDU43595.1 glycosyltransferase, MGT family [Amycolatopsis keratiniphila]	50591
SDU54449.1 rhamnosyltransferase subunit B [Pseudomonas mediterranea]	50591
SDU70051.1 UDP:flavonoid glycosyltransferase YjiC, YdhE family [Jiangella alkaliphila]	50591
SDU91212.1 rhamnosyltransferase subunit B [Pseudomonas corrugata]	50591
SDU93157.1 rhamnosyltransferase subunit B [Pseudomonas mucidolens]	50591
SEA65657.1 UDP:flavonoid glycosyltransferase YjiC, YdhE family [Leifsonia sp. 21MFCrub1.1]	50591
SEH73177.1 glycosyltransferase, MGT family [Mycolicibacterium rutilum]	50591
SEH74534.1 glycosyltransferase, MGT family [Mycolicibacterium rutilum]	50591
SEN13324.1 UDP:flavonoid glycosyltransferase YjiC, YdhE family [Leifsonia sp. 467MF]	50591
SFM01595.1 UDP:flavonoid glycosyltransferase YjiC, YdhE family [Leifsonia sp. 98AMF]	50591
SHG59197.1 glycosyltransferase, MGT family [Bradyrhizobium erythrophlei]	50591
SHG92901.1 glycosyltransferase, MGT family [Bradyrhizobium erythrophlei]	50591
SHH82234.1 glycosyltransferase, MGT family [Streptomyces sp. 3214.6]	50591
SHH83627.1 glycosyltransferase, MGT family [Bradyrhizobium erythrophlei]	50591
SHI16330.1 glycosyltransferase, MGT family [Streptomyces sp. 3214.6]	50591
SHJ92577.1 glycosyltransferase, MGT family [Bradyrhizobium lablabi]	50591
SHK51223.1 UDP:flavonoid glycosyltransferase YjiC, YdhE family [Bradyrhizobium lablabi]	50591
SHL67027.1 glycosyltransferase, MGT family [Bradyrhizobium lablabi]	50591
SIP51752.1 Glycosyl transferase family 1 [Pseudomonas aeruginosa]	50591
SIS25085.1 rhamnosyltransferase subunit B [Pseudomonas sp. 7SR1]	50591
SLM61919.1 N-glycosyltransferase [Dickeya aquatica]	50591
